iter	MultiClass
495	0.1458634587
496	0.1457133891
497	0.1455986489
498	0.145431866
499	0.1453211356
500	0.1452105633
501	0.1450571109
502	0.1449199638
503	0.1446715983
504	0.1446241772
505	0.1444866001
506	0.1443499545
507	0.1441937072
508	0.1439870306
509	0.1436960016
510	0.1436142926
511	0.1434355337
512	0.1431928531
513	0.1430884866
514	0.1428681737
515	0.1427308296
516	0.1426332618
517	0.142505347
518	0.1421251364
519	0.1419527777
520	0.1418599191
521	0.1417332001
522	0.1416955272
523	0.1415219623
524	0.1414396981
525	0.1411853884
526	0.1409376168
527	0.1407240633
528	0.1406096318
529	0.1404203607
530	0.1403070209
531	0.1402062816
532	0.1400786529
533	0.1398060016
534	0.1396309121
535	0.139468819
536	0.1393585918
537	0.1392185792
538	0.1389068939
539	0.1388014115
540	0.1386538586
541	0.1385444866
542	0.1383253784
543	0.1381400784
544	0.1380120509
545	0.1378510761
546	0.1376364971
547	0.137383943
548	0.1372423799
549	0.1371690493
550	0.1368910064
551	0.1366658567
552	0.1364735732
553	0.136231005
554	0.1361874611
555	0.1360947408
556	0.1359404909
557	0.1358106318
558	0.1355160189
559	0.135250623
560	0.1351337532
561	0.1349310828
562	0.1347163615
563	0.1346079954
564	0.1344762618
565	0.134283933
566	0.1340747818
567	0.1338864318
568	0.1336003148
569	0.1334161258
570	0.1333005821
571	0.1331675885
572	0.1328791679
573	0.1326735219
574	0.1325824864
575	0.13246999
576	0.1323583914
577	0.1322539945
578	0.1321887091
579	0.1321415654
580	0.1319114826
581	0.1318332524
582	0.1316025184
583	0.1314638278
584	0.131361528
585	0.1312200157
586	0.1311248575
587	0.130965483
588	0.1308090576
589	0.1306877125
590	0.130509866
591	0.1302495234
592	0.1301410226
593	0.1299634888
594	0.1298585175
595	0.1296772944
596	0.1295922707
597	0.1293943782
598	0.1292793536
599	0.1291283429
600	0.1288457509
601	0.1287422059
602	0.1284528501
603	0.1283692455
604	0.1281494208
605	0.1280148992
606	0.1277275452
607	0.1274908585
608	0.1273965187
609	0.1272949521
610	0.127240372
611	0.1270515924
612	0.1269399117
613	0.1267731354
614	0.126710223
615	0.126630185
616	0.1265185804
617	0.1264853808
618	0.1263235095
619	0.1262596141
620	0.1260707612
621	0.1259960685
622	0.1258908931
623	0.1257679543
624	0.1256650447
625	0.1254388142
626	0.1253802834
627	0.125257064
628	0.1251489163
629	0.1249943455
630	0.1249035398
631	0.1247830928
632	0.1246427374
633	0.1244956652
634	0.1243699051
635	0.1243130374
636	0.1242179708
637	0.1240027233
638	0.1238677046
639	0.1238065574
640	0.1237573996
641	0.1236160235
642	0.1235033212
643	0.1233870743
644	0.1232481828
645	0.1231115491
646	0.1229334474
647	0.1228847958
648	0.1227125702
649	0.1226064433
650	0.1224497247
651	0.1223394898
652	0.122202839
653	0.1220736648
654	0.1220317118
655	0.1219297249
656	0.1218229403
657	0.1216280116
658	0.1215662073
659	0.1214784338
660	0.1214248783
661	0.1212920137
662	0.1211900276
663	0.121141921
664	0.1210847813
665	0.1208875476
666	0.1207125803
667	0.1205759473
668	0.120393415
669	0.120297207
670	0.12024521
671	0.1199617947
672	0.1198616304
673	0.1197768881
674	0.119682471
675	0.1194817856
676	0.1193712825
677	0.1192383
678	0.1191765492
679	0.1191085275
680	0.1189863051
681	0.1189083973
682	0.1187972106
683	0.1186292597
684	0.1185562842
685	0.1183962527
686	0.1181556311
687	0.118069013
688	0.1179095631
689	0.1176942997
690	0.1175022152
691	0.1174302755
692	0.1173500208
693	0.1172245475
694	0.1169943615
695	0.1169170164
696	0.1168123174
697	0.1167280862
698	0.116556697
699	0.1164703824
700	0.116402169
701	0.116303492
702	0.1161491291
703	0.1160757821
704	0.1159795724
705	0.1159030179
706	0.1157499766
707	0.1154996324
708	0.1154328259
709	0.1152757584
710	0.1151865557
711	0.1151279462
712	0.1150807568
713	0.1149650062
714	0.1148158987
715	0.1146358475
716	0.1145111594
717	0.1143994456
718	0.1142985885
719	0.1141842892
720	0.1141206062
721	0.114048159
722	0.1139610476
723	0.1138774851
724	0.1137901274
725	0.1136124132
726	0.1134968728
727	0.1133812335
728	0.1133614767
729	0.1132462256
730	0.1130934887
731	0.1128863014
732	0.1127903083
733	0.1126918088
734	0.1124945554
735	0.1123509777
736	0.1122095128
737	0.1120515705
738	0.111971048
739	0.111863809
740	0.1117919568
741	0.1117217044
742	0.1115865907
743	0.1115340084
744	0.1113483633
745	0.1112368224
746	0.1111700163
747	0.1111180355
748	0.1110053842
749	0.1108905345
750	0.1107634862
751	0.110721983
752	0.1106745176
753	0.1106139775
754	0.1105721864
755	0.1104551425
756	0.1103925675
757	0.110250184
758	0.1101715325
759	0.110010282
760	0.1098844323
761	0.1098281501
762	0.1097590408
763	0.1096206334
764	0.1095907031
765	0.1095390012
766	0.1093309961
767	0.1092774638
768	0.1091600447
769	0.1090598339
770	0.1089844399
771	0.1089176527
772	0.1088177263
773	0.108671908
774	0.1085564404
775	0.1084516495
776	0.1083594326
777	0.1082778812
778	0.1082188003
779	0.1081759789
780	0.1081157147
781	0.1080780174
782	0.1079947189
783	0.107930784
784	0.1078583485
785	0.1076648205
786	0.1075240915
787	0.1074239894
788	0.1073443924
789	0.1072263273
790	0.1070909653
791	0.1070394783
792	0.1068467605
793	0.1067612857
794	0.1066873542
795	0.1065466307
796	0.1063709333
797	0.1062741255
798	0.1062013599
799	0.1061491529
800	0.1060300754
801	0.1058635586
802	0.1057823061
803	0.1056396004
804	0.1055775409
805	0.1054819793
806	0.1054233086
807	0.1053280743
808	0.105212203
809	0.1050553998
810	0.1048866424
811	0.1048176463
812	0.1047174512
813	0.1046066597
814	0.1045432743
815	0.104455781
816	0.1043578555
817	0.1042841004
818	0.1041397505
819	0.104029499
820	0.1039550549
821	0.1039015408
822	0.103719023
823	0.1036078177
824	0.1034961977
825	0.1033371997
826	0.1032611558
827	0.1032272918
828	0.103095197
829	0.1030434991
830	0.1029513462
831	0.1028344496
832	0.1027786015
833	0.1026913736
834	0.1026021359
835	0.1025801267
836	0.1024948971
837	0.1023685058
838	0.1022943887
839	0.1021842151
840	0.1020826374
841	0.1019702015
842	0.1019400497
843	0.101826055
844	0.1017714427
845	0.1016919448
846	0.1015921037
847	0.1015066124
848	0.1013073144
849	0.1012926384
850	0.1012513297
851	0.1011288951
852	0.1010476558
853	0.100927225
854	0.1008516129
855	0.100767721
856	0.1007022824
857	0.1006400331
858	0.1005741889
859	0.10044861
860	0.1003785901
861	0.1003015356
862	0.1001543978
863	0.1000371646
864	0.09995722195
865	0.09989334396
866	0.09980745424
867	0.09972858294
868	0.09964558533
869	0.09954741537
870	0.0994884613
871	0.0994192646
872	0.09936601578
873	0.09930029958
874	0.09921105381
875	0.09915170884
876	0.09906243065
877	0.09901560514
878	0.09889048236
879	0.09881141297
880	0.0986773562
881	0.09857043053
882	0.09851853199
883	0.09845345268
884	0.0983780414
885	0.09830270963
886	0.09824991055
887	0.09814971552
888	0.0980790143
889	0.09801732539
890	0.09796007432
891	0.09790286895
892	0.09781473768
893	0.09776834972
894	0.09765595781
895	0.09755116132
896	0.09746034311
897	0.09734209703
898	0.09724392604
899	0.0971863436
900	0.09709771838
901	0.09703308796
902	0.09695548699
903	0.09689705407
904	0.09683122369
905	0.09677250084
906	0.09672312048
907	0.09669045488
908	0.09658094461
909	0.09651086726
910	0.09643046424
911	0.09634551874
912	0.09626726376
913	0.09620023848
914	0.09615126759
915	0.09608255067
916	0.09596654836
917	0.09587342956
918	0.09578547756
919	0.09573958638
920	0.09566750835
921	0.09560147731
922	0.09551140159
923	0.09547693133
924	0.09543201758
925	0.09536751937
926	0.09528050685
927	0.09516316191
928	0.09510102513
929	0.09497857344
930	0.09493198894
931	0.09488564474
932	0.0948228698
933	0.09475551148
934	0.09468653236
935	0.09463704069
936	0.09455784451
937	0.0944874098
938	0.09440544449
939	0.0943558116
940	0.09430139461
941	0.09425108464
942	0.09422247255
943	0.09418605072
944	0.09410791718
945	0.0940531631
946	0.09394312415
947	0.09390912801
948	0.09379848768
949	0.09372632702
950	0.09366868772
951	0.09358588811
952	0.09345595038
953	0.09338687632
954	0.09332420606
955	0.09320249672
956	0.09312778849
957	0.09304558895
958	0.09301116344
959	0.09290288529
960	0.09284701763
961	0.09278394113
962	0.09273693188
963	0.09268086674
964	0.0926642938
965	0.09258821879
966	0.09253687621
967	0.0924895164
968	0.09245238823
969	0.09235030893
970	0.09230320543
971	0.09224363802
972	0.09219671626
973	0.09210826859
974	0.09203186579
975	0.09192469962
976	0.09184433767
977	0.09179659666
978	0.09170793826
979	0.09162865216
980	0.09158151559
981	0.09149608024
982	0.09139910479
983	0.09136534037
984	0.09127725998
985	0.09119438542
986	0.09113530664
987	0.09110507034
988	0.09108837469
989	0.0910628103
990	0.09097604416
991	0.09093339471
992	0.09087727123
993	0.09085493178
994	0.09080635815
995	0.09072806984
996	0.09060024304
997	0.09050359685
998	0.09047235455
999	0.09040864031
