winnerCode,homeRedCards,awayRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
1,1,2,1688670000,"U20 CONMEBOL Libertadores, Group C",South America,south-america,U20 CONMEBOL Libertadores,U20 Copa Libertadores 2023,2023,2,Boca Juniors U20,Boca Juniors,M,1220,BOC,False,BR,Brazil,Boca Juniors U20,1554508800,Huachipato U20,Huachipato,M,HUA,False,Huachipato U20,1,1,1,0,1,0,0,0,0,0,4,5
