name,home,away
Ball possession,47%,53%
Total shots,9,14
Shots on target,3,5
Shots off target,4,6
Blocked shots,2,3
Corner kicks,3,5
Offsides,1,2
Fouls,18,15
Yellow cards,5,3
Free kicks,15,17
Throw-ins,23,33
Goal kicks,8,7
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,5,8
Shots outside box,4,6
Goalkeeper saves,4,2
Passes,275,296
Accurate passes,144 (52%),168 (57%)
Long balls,17/75 (23%),28/76 (37%)
Crosses,1/10 (10%),10/27 (37%)
Dribbles,5/9 (56%),9/11 (82%)
Possession lost,185,204
Duels won,62,69
Aerials won,28,32
Tackles,14,11
Interceptions,13,7
Clearances,38,10
Ball possession,45%,55%
Total shots,6,2
Shots on target,2,0
Shots off target,2,2
Blocked shots,2,0
Corner kicks,2,1
Offsides,0,0
Yellow cards,0,2
Free kicks,6,8
Throw-ins,16,15
Goal kicks,6,4
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,2,1
Shots outside box,4,1
Goalkeeper saves,0,1
Passes,144,170
Accurate passes,80 (56%),105 (62%)
Long balls,11/39 (28%),16/43 (37%)
Crosses,1/5 (20%),3/10 (30%)
Dribbles,3/5 (60%),5/5 (100%)
Possession lost,88,100
Duels won,32,32
Aerials won,15,15
Tackles,8,4
Interceptions,7,5
Clearances,11,7
Ball possession,49%,51%
Total shots,3,12
Shots on target,1,5
Shots off target,2,4
Blocked shots,0,3
Corner kicks,1,4
Offsides,1,2
Yellow cards,5,1
Free kicks,9,9
Throw-ins,7,18
Goal kicks,2,3
Big chances,0,0
Big chances missed,0,0
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,3,7
Shots outside box,0,5
Goalkeeper saves,4,1
Passes,131,126
Accurate passes,64 (49%),63 (50%)
Long balls,6/36 (17%),12/33 (36%)
Crosses,0/5 (0%),7/17 (41%)
Dribbles,2/4 (50%),4/6 (67%)
Possession lost,97,104
Duels won,30,37
Aerials won,13,17
Tackles,6,7
Interceptions,6,2
Clearances,27,3
