name,home,away
Expected goals,4.35,1.88
Ball possession,50%,50%
Total shots,18,21
Shots on target,9,6
Shots off target,5,9
Blocked shots,4,6
Corner kicks,5,8
Offsides,0,5
Fouls,18,11
Yellow cards,3,6
Free kicks,10,18
Throw-ins,21,19
Goal kicks,15,10
Big chances,1,2
Counter attacks,0,2
Counter attack shots,0,1
Counter attack goals,0,1
Shots inside box,14,11
Shots outside box,4,10
Goalkeeper saves,2,5
Passes,315,318
Accurate passes,243 (77%),245 (77%)
Long balls,28/53 (53%),33/58 (57%)
Crosses,4/15 (27%),4/15 (27%)
Dribbles,7/11 (64%),4/11 (36%)
Possession lost,119,123
Duels won,37,50
Aerials won,7,10
Tackles,13,18
Interceptions,5,10
Clearances,22,13
Ball possession,45%,55%
Total shots,14,10
Shots on target,7,4
Shots off target,3,2
Blocked shots,4,4
Corner kicks,4,2
Offsides,0,5
Yellow cards,0,2
Free kicks,4,7
Throw-ins,11,11
Goal kicks,4,5
Big chances,1,1
Counter attacks,0,2
Counter attack shots,0,1
Counter attack goals,0,1
Shots inside box,11,5
Shots outside box,3,5
Goalkeeper saves,1,3
Passes,130,164
Accurate passes,95 (73%),127 (77%)
Long balls,9/23 (39%),20/32 (63%)
Crosses,4/9 (44%),2/6 (33%)
Dribbles,5/5 (100%),2/5 (40%)
Possession lost,55,61
Duels won,18,18
Aerials won,4,4
Tackles,5,5
Interceptions,4,5
Clearances,7,6
Ball possession,54%,46%
Total shots,4,11
Shots on target,2,2
Shots off target,2,7
Blocked shots,0,2
Corner kicks,1,6
Offsides,0,0
Yellow cards,3,4
Free kicks,6,11
Throw-ins,10,8
Goal kicks,11,5
Big chances,0,1
Counter attacks,0,0
Counter attack shots,0,0
Counter attack goals,0,0
Shots inside box,3,6
Shots outside box,1,5
Goalkeeper saves,1,2
Passes,185,154
Accurate passes,148 (80%),118 (77%)
Long balls,19/30 (63%),13/26 (50%)
Crosses,0/6 (0%),2/9 (22%)
Dribbles,2/6 (33%),2/6 (33%)
Possession lost,64,62
Duels won,19,32
Aerials won,3,6
Tackles,8,13
Interceptions,1,5
Clearances,15,7
