name,home,away
Ball possession,57%,43%
Total shots,12,14
Shots on target,4,7
Shots off target,5,4
Blocked shots,3,3
Corner kicks,3,3
Offsides,4,3
Fouls,7,6
Yellow cards,0,1
Free kicks,6,7
Throw-ins,14,20
Goal kicks,4,5
Big chances,1,3
Big chances missed,1,2
Hit woodwork,0,1
Shots inside box,10,13
Shots outside box,2,1
Goalkeeper saves,4,4
Passes,568,432
Accurate passes,456 (80%),321 (74%)
Long balls,24/55 (44%),30/63 (48%)
Crosses,4/16 (25%),4/10 (40%)
Dribbles,15/21 (71%),10/14 (71%)
Possession lost,168,152
Duels won,47,52
Aerials won,13,14
Tackles,13,21
Interceptions,10,9
Clearances,14,14
Ball possession,61%,39%
Total shots,4,10
Shots on target,2,5
Shots off target,1,3
Blocked shots,1,2
Corner kicks,3,2
Offsides,1,1
Yellow cards,0,0
Free kicks,4,3
Throw-ins,5,10
Goal kicks,2,0
Big chances,1,3
Big chances missed,1,2
Hit woodwork,0,1
Shots inside box,3,9
Shots outside box,1,1
Goalkeeper saves,3,2
Passes,294,193
Accurate passes,236 (80%),141 (73%)
Long balls,13/25 (52%),13/30 (43%)
Crosses,2/8 (25%),4/5 (80%)
Dribbles,8/12 (67%),5/7 (71%)
Possession lost,87,72
Duels won,25,27
Aerials won,7,5
Tackles,6,14
Interceptions,6,3
Clearances,12,7
Ball possession,54%,46%
Total shots,8,4
Shots on target,2,2
Shots off target,4,1
Blocked shots,2,1
Corner kicks,0,1
Offsides,3,2
Yellow cards,0,1
Free kicks,2,4
Throw-ins,9,10
Goal kicks,2,5
Big chances,0,0
Big chances missed,0,0
Hit woodwork,0,0
Shots inside box,7,4
Shots outside box,1,0
Goalkeeper saves,1,2
Passes,274,239
Accurate passes,220 (80%),180 (75%)
Long balls,11/30 (37%),17/33 (52%)
Crosses,2/8 (25%),0/5 (0%)
Dribbles,7/9 (78%),5/7 (71%)
Possession lost,81,80
Duels won,22,25
Aerials won,6,9
Tackles,7,7
Interceptions,4,6
Clearances,2,7
