name,home,away
Ball possession,45%,55%
Total shots,17,10
Shots on target,9,3
Shots off target,4,6
Blocked shots,4,1
Corner kicks,5,5
Offsides,2,3
Fouls,8,8
Free kicks,8,8
Throw-ins,16,13
Goal kicks,9,9
Big chances,6,0
Big chances missed,4,0
Shots inside box,13,3
Shots outside box,4,7
Goalkeeper saves,1,6
Passes,389,467
Accurate passes,314 (81%),391 (84%)
Long balls,21/38 (55%),33/58 (57%)
Crosses,3/10 (30%),3/14 (21%)
Dribbles,11/20 (55%),10/15 (67%)
Possession lost,122,121
Duels won,35,47
Aerials won,9,12
Tackles,7,17
Interceptions,7,12
Clearances,13,10
Ball possession,48%,52%
Total shots,5,8
Shots on target,4,2
Shots off target,0,5
Blocked shots,1,1
Corner kicks,5,3
Offsides,0,0
Free kicks,5,4
Throw-ins,7,6
Goal kicks,6,4
Big chances,1,0
Big chances missed,0,0
Shots inside box,3,2
Shots outside box,2,6
Goalkeeper saves,1,2
Passes,232,251
Accurate passes,188 (81%),212 (84%)
Long balls,7/16 (44%),12/25 (48%)
Crosses,0/5 (0%),1/7 (14%)
Dribbles,6/13 (46%),5/9 (56%)
Possession lost,69,61
Duels won,19,24
Aerials won,4,5
Tackles,4,10
Interceptions,1,9
Clearances,7,6
Ball possession,42%,58%
Total shots,12,2
Shots on target,5,1
Shots off target,4,1
Blocked shots,3,0
Corner kicks,0,2
Offsides,2,3
Free kicks,3,4
Throw-ins,9,7
Goal kicks,3,5
Big chances,5,0
Big chances missed,4,0
Shots inside box,10,1
Shots outside box,2,1
Goalkeeper saves,0,4
Passes,157,216
Accurate passes,126 (80%),179 (83%)
Long balls,14/22 (64%),21/33 (64%)
Crosses,3/5 (60%),2/7 (29%)
Dribbles,5/7 (71%),5/6 (83%)
Possession lost,53,60
Duels won,16,23
Aerials won,5,7
Tackles,3,7
Interceptions,6,3
Clearances,6,4
