winnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1688902200,True,"['CN', 'MO', 'IR', 'GR', 'RU', 'CH', 'CA']",CFA China League,China,china,CN,CFA China League,CN,China League 1 2023,2023,13,Heilongjiang Ice City,Heilongjiang,M,3321,"Harbin, Heilonjian Province",Harbin International Convention and Exhibition Centre Stadium,48000,5737,CN,China,HEI,False,CN,China,Heilongjiang Ice City,Wuxi Wugou,Wugo,M,WUX,False,CN,China,Wuxi Wugou,6,6,2,4,6,2,2,0,2,2
