name,home,away
Ball possession,67%,33%
Total shots,20,6
Shots on target,4,3
Shots off target,10,1
Blocked shots,6,2
Corner kicks,4,3
Offsides,1,1
Fouls,15,21
Yellow cards,3,3
Free kicks,21,15
Throw-ins,20,11
Goal kicks,2,14
Big chances,4,2
Big chances missed,4,1
Hit woodwork,1,0
Shots inside box,12,4
Shots outside box,8,2
Goalkeeper saves,2,4
Passes,648,329
Accurate passes,555 (86%),233 (71%)
Long balls,41/68 (60%),22/74 (30%)
Crosses,6/24 (25%),0/4 (0%)
Dribbles,14/19 (74%),8/14 (57%)
Possession lost,142,130
Duels won,62,53
Aerials won,13,18
Tackles,14,12
Interceptions,7,11
Clearances,4,27
Ball possession,66%,34%
Total shots,11,4
Shots on target,3,1
Shots off target,5,1
Blocked shots,3,2
Corner kicks,1,1
Offsides,1,1
Yellow cards,1,2
Free kicks,9,10
Throw-ins,12,9
Goal kicks,1,6
Big chances,3,2
Big chances missed,3,1
Hit woodwork,1,0
Shots inside box,6,3
Shots outside box,5,1
Goalkeeper saves,0,3
Passes,326,173
Accurate passes,277 (85%),124 (72%)
Long balls,24/38 (63%),7/32 (22%)
Crosses,3/10 (30%),0/3 (0%)
Dribbles,3/6 (50%),6/8 (75%)
Possession lost,73,69
Duels won,28,31
Aerials won,8,9
Tackles,8,6
Interceptions,6,6
Clearances,3,12
Ball possession,68%,32%
Total shots,9,2
Shots on target,1,2
Shots off target,5,0
Blocked shots,3,0
Corner kicks,3,2
Offsides,0,0
Yellow cards,2,1
Free kicks,12,5
Throw-ins,8,2
Goal kicks,1,8
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,6,1
Shots outside box,3,1
Goalkeeper saves,2,1
Passes,322,156
Accurate passes,278 (86%),109 (70%)
Long balls,17/30 (57%),15/42 (36%)
Crosses,3/14 (21%),0/1 (0%)
Dribbles,11/13 (85%),2/6 (33%)
Possession lost,69,61
Duels won,34,22
Aerials won,5,9
Tackles,6,6
Interceptions,1,5
Clearances,1,15
