winnerCode,coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,-1,1689868800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Empoli,Empoli,M,45435,Paolo Zanetti,P. Zanetti,IT,Italy,Empoli,Carlo Castellani,16284,602,IT,Italy,EMP,False,IT,Italy,Empoli,-1570233600,A.S.D. Calcio Certaldo,Certaldo,ACC,False,IT,Italy,A.S.D. Calcio Certaldo,8,8,3,5,8,0,0,0,0,0
