winnerCode,homeRedCards,awayRedCards,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
1,1,1,1680352200,True,"['??', 'AN', 'CU', 'IR', 'KP', 'SU', 'SY', 'VE', 'GR', 'RU', 'CH', 'CA']",Premier League,Singapore,singapore,SG,Premier League,SG,Premier League 2023,2023,Singapore City,Jurong East Stadium,2700,4276,SG,Singapore,Tanjong Pagar United,Tanjong Pagar Utd.,M,3126,TPU,False,SG,Singapore,Tanjong Pagar United,1579132800,Young Lions,Young Lions,M,YGL,False,SG,Singapore,Young Lions,1038614400,2,2,1,1,2,1,1,0,1,1,1,5
