name,home,away
Expected goals,0.06,1.94
Ball possession,53%,47%
Total shots,5,29
Shots on target,2,11
Shots off target,2,8
Blocked shots,1,10
Corner kicks,3,5
Offsides,2,3
Fouls,5,12
Yellow cards,0,2
Red cards,1,0
Free kicks,12,5
Throw-ins,14,21
Goal kicks,15,4
Big chances,0,5
Big chances missed,0,3
Counter attacks,0,3
Counter attack shots,0,2
Counter attack goals,0,1
Shots inside box,0,9
Shots outside box,5,20
Goalkeeper saves,6,2
Passes,501,437
Accurate passes,421 (84%),366 (84%)
Long balls,18/54 (33%),36/70 (51%)
Crosses,1/12 (8%),1/16 (6%)
Dribbles,17/24 (71%),13/20 (65%)
Possession lost,127,117
Duels won,49,41
Aerials won,8,8
Tackles,12,15
Interceptions,11,10
Clearances,16,12
Ball possession,68%,32%
Total shots,3,7
Shots on target,2,2
Shots off target,1,1
Blocked shots,0,4
Corner kicks,2,1
Offsides,2,2
Yellow cards,0,2
Red cards,1,0
Free kicks,5,4
Throw-ins,7,13
Goal kicks,7,1
Big chances,0,1
Big chances missed,0,0
Counter attacks,0,3
Counter attack shots,0,2
Counter attack goals,0,1
Shots inside box,0,2
Shots outside box,3,5
Goalkeeper saves,1,2
Passes,330,148
Accurate passes,289 (88%),113 (76%)
Long balls,12/28 (43%),19/38 (50%)
Crosses,0/6 (0%),0/5 (0%)
Dribbles,9/14 (64%),3/7 (43%)
Possession lost,64,57
Duels won,25,17
Aerials won,4,2
Tackles,7,8
Interceptions,4,8
Clearances,7,11
Ball possession,38%,62%
Total shots,2,22
Shots on target,0,9
Shots off target,1,7
Blocked shots,1,6
Corner kicks,1,4
Offsides,0,1
Yellow cards,0,0
Red cards,0,0
Free kicks,7,1
Throw-ins,7,8
Goal kicks,8,3
Big chances,0,4
Big chances missed,0,3
Counter attacks,0,0
Counter attack shots,0,0
Counter attack goals,0,0
Shots inside box,0,7
Shots outside box,2,15
Goalkeeper saves,5,0
Passes,171,289
Accurate passes,132 (77%),253 (88%)
Long balls,6/26 (23%),17/32 (53%)
Crosses,1/6 (17%),1/11 (9%)
Dribbles,8/10 (80%),10/13 (77%)
Possession lost,63,60
Duels won,24,24
Aerials won,4,6
Tackles,5,7
Interceptions,7,2
Clearances,9,1
