name,home,away
Ball possession,57%,43%
Total shots,10,11
Shots on target,5,3
Shots off target,4,7
Blocked shots,1,1
Corner kicks,3,1
Offsides,2,1
Fouls,17,15
Yellow cards,4,3
Free kicks,14,13
Throw-ins,27,24
Goal kicks,14,8
Big chances,1,1
Big chances missed,0,1
Shots inside box,3,6
Shots outside box,7,5
Goalkeeper saves,3,3
Passes,349,258
Accurate passes,267 (77%),174 (67%)
Long balls,38/73 (52%),23/72 (32%)
Crosses,1/10 (10%),3/15 (20%)
Dribbles,6/16 (38%),6/9 (67%)
Possession lost,124,140
Duels won,53,39
Aerials won,13,9
Tackles,19,11
Interceptions,10,3
Clearances,12,14
Ball possession,66%,34%
Total shots,5,3
Shots on target,4,1
Shots off target,1,2
Blocked shots,0,0
Corner kicks,0,0
Offsides,0,1
Yellow cards,1,2
Free kicks,9,3
Throw-ins,10,12
Goal kicks,6,4
Big chances,1,0
Big chances missed,0,0
Shots inside box,2,0
Shots outside box,3,3
Goalkeeper saves,1,3
Passes,239,119
Accurate passes,193 (81%),71 (60%)
Long balls,23/40 (58%),7/32 (22%)
Crosses,1/5 (20%),0/4 (0%)
Dribbles,3/8 (38%),2/3 (67%)
Possession lost,62,73
Duels won,28,15
Aerials won,8,5
Tackles,8,5
Interceptions,8,0
Clearances,6,7
Ball possession,44%,56%
Total shots,5,8
Shots on target,1,2
Shots off target,3,5
Blocked shots,1,1
Corner kicks,3,1
Offsides,2,0
Yellow cards,3,1
Free kicks,5,10
Throw-ins,17,12
Goal kicks,8,4
Big chances,0,1
Big chances missed,0,1
Shots inside box,1,6
Shots outside box,4,2
Goalkeeper saves,2,0
Passes,110,139
Accurate passes,74 (67%),103 (74%)
Long balls,15/33 (45%),16/40 (40%)
Crosses,0/5 (0%),3/11 (27%)
Dribbles,3/8 (38%),4/6 (67%)
Possession lost,62,67
Duels won,25,24
Aerials won,5,4
Tackles,11,6
Interceptions,2,3
Clearances,6,7
