name,home,away
Ball possession,66%,34%
Total shots,10,3
Shots on target,3,1
Shots off target,4,0
Blocked shots,3,2
Corner kicks,7,1
Offsides,3,2
Fouls,11,11
Yellow cards,0,1
Free kicks,10,10
Throw-ins,38,26
Goal kicks,3,10
Big chances,0,1
Big chances missed,0,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,4,2
Shots outside box,6,1
Goalkeeper saves,1,3
Passes,553,285
Accurate passes,452 (82%),193 (68%)
Long balls,31/65 (48%),23/69 (33%)
Crosses,8/31 (26%),1/11 (9%)
Dribbles,15/23 (65%),6/16 (38%)
Possession lost,167,144
Duels won,61,50
Aerials won,20,20
Tackles,16,14
Interceptions,8,4
Clearances,4,37
Ball possession,60%,40%
Total shots,6,2
Shots on target,2,1
Shots off target,2,0
Blocked shots,2,1
Corner kicks,2,0
Offsides,1,1
Yellow cards,0,0
Free kicks,5,6
Throw-ins,17,12
Goal kicks,3,5
Big chances,0,1
Big chances missed,0,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,3,1
Shots outside box,3,1
Goalkeeper saves,1,2
Passes,279,181
Accurate passes,239 (86%),136 (75%)
Long balls,16/31 (52%),14/34 (41%)
Crosses,4/9 (44%),1/7 (14%)
Dribbles,8/10 (80%),4/7 (57%)
Possession lost,65,68
Duels won,26,20
Aerials won,6,5
Tackles,7,5
Interceptions,5,3
Clearances,2,8
Ball possession,73%,27%
Total shots,4,1
Shots on target,1,0
Shots off target,2,0
Blocked shots,1,1
Corner kicks,5,1
Offsides,2,1
Yellow cards,0,1
Free kicks,5,4
Throw-ins,21,14
Goal kicks,0,5
Big chances,0,0
Big chances missed,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,1,1
Shots outside box,3,0
Goalkeeper saves,0,1
Passes,274,104
Accurate passes,213 (78%),57 (55%)
Long balls,15/34 (44%),9/35 (26%)
Crosses,4/22 (18%),0/4 (0%)
Dribbles,7/13 (54%),2/9 (22%)
Possession lost,102,76
Duels won,35,30
Aerials won,14,15
Tackles,9,9
Interceptions,3,1
Clearances,2,29
