name,home,away
Ball possession,44%,56%
Total shots,8,12
Shots on target,2,7
Shots off target,4,2
Blocked shots,2,3
Corner kicks,1,3
Offsides,4,8
Fouls,18,13
Yellow cards,1,2
Free kicks,12,17
Throw-ins,17,22
Goal kicks,7,5
Big chances,1,2
Big chances missed,1,2
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,5,7
Shots outside box,3,5
Goalkeeper saves,7,2
Passes,411,541
Accurate passes,329 (80%),462 (85%)
Long balls,27/57 (47%),19/47 (40%)
Crosses,0/9 (0%),3/18 (17%)
Dribbles,8/19 (42%),13/28 (46%)
Possession lost,128,144
Duels won,53,55
Aerials won,7,7
Tackles,26,18
Interceptions,14,13
Clearances,22,13
Ball possession,53%,47%
Total shots,5,6
Shots on target,1,4
Shots off target,3,1
Blocked shots,1,1
Corner kicks,0,0
Offsides,3,2
Yellow cards,0,0
Free kicks,6,7
Throw-ins,12,8
Goal kicks,3,4
Big chances,0,1
Big chances missed,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,2,4
Shots outside box,3,2
Goalkeeper saves,4,1
Passes,252,224
Accurate passes,209 (83%),185 (83%)
Long balls,16/30 (53%),11/21 (52%)
Crosses,0/3 (0%),2/7 (29%)
Dribbles,5/11 (45%),6/13 (46%)
Possession lost,66,66
Duels won,30,25
Aerials won,6,1
Tackles,13,11
Interceptions,7,9
Clearances,4,5
Ball possession,34%,66%
Total shots,3,6
Shots on target,1,3
Shots off target,1,1
Blocked shots,1,2
Corner kicks,1,3
Offsides,1,6
Yellow cards,1,2
Free kicks,6,10
Throw-ins,5,14
Goal kicks,4,1
Big chances,1,1
Big chances missed,1,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,3,3
Shots outside box,0,3
Goalkeeper saves,3,1
Passes,159,317
Accurate passes,120 (75%),277 (87%)
Long balls,11/27 (41%),8/26 (31%)
Crosses,0/6 (0%),1/11 (9%)
Dribbles,3/8 (38%),7/15 (47%)
Possession lost,62,78
Duels won,23,30
Aerials won,1,6
Tackles,13,7
Interceptions,7,4
Clearances,18,8
