name,home,away
Ball possession,49%,51%
Total shots,9,13
Shots on target,0,1
Shots off target,7,8
Blocked shots,2,4
Corner kicks,5,1
Offsides,4,0
Fouls,14,12
Yellow cards,4,3
Free kicks,12,12
Throw-ins,29,19
Goal kicks,12,8
Shots inside box,4,4
Shots outside box,5,9
Goalkeeper saves,1,0
Passes,384,399
Accurate passes,303 (79%),328 (82%)
Long balls,28/57 (49%),23/50 (46%)
Crosses,2/15 (13%),3/14 (21%)
Dribbles,5/18 (28%),1/4 (25%)
Possession lost,132,113
Duels won,43,40
Aerials won,14,12
Tackles,12,15
Interceptions,5,5
Clearances,6,19
Ball possession,58%,42%
Total shots,5,4
Shots on target,0,0
Shots off target,5,2
Blocked shots,0,2
Corner kicks,3,1
Offsides,1,0
Yellow cards,2,1
Free kicks,4,3
Throw-ins,18,10
Goal kicks,4,6
Shots inside box,2,2
Shots outside box,3,2
Goalkeeper saves,0,0
Passes,211,153
Accurate passes,173 (82%),119 (78%)
Long balls,18/29 (62%),11/24 (46%)
Crosses,0/10 (0%),2/8 (25%)
Dribbles,3/10 (30%),0/0 (0%)
Possession lost,63,52
Duels won,15,16
Aerials won,6,6
Tackles,2,7
Interceptions,0,1
Clearances,2,14
Ball possession,41%,59%
Total shots,4,9
Shots on target,0,1
Shots off target,2,6
Blocked shots,2,2
Corner kicks,2,0
Offsides,3,0
Yellow cards,2,2
Free kicks,8,9
Throw-ins,11,9
Goal kicks,8,2
Shots inside box,2,2
Shots outside box,2,7
Goalkeeper saves,1,0
Passes,173,246
Accurate passes,130 (75%),209 (85%)
Long balls,10/28 (36%),12/26 (46%)
Crosses,2/5 (40%),1/6 (17%)
Dribbles,2/8 (25%),1/4 (25%)
Possession lost,69,61
Duels won,28,24
Aerials won,8,6
Tackles,10,8
Interceptions,5,4
Clearances,4,5
