winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1688594400,1,"Central American and Caribbean Games, Playoffs",North & Central America,north-and-central-america,"Central American and Caribbean Games, Women","Central American and Caribbean Games, Women 2023",2023,28,Semifinal,semifinal,2,Venezuela,Venezuela,F,2328,VEN,True,VE,Venezuela,Venezuela,El Salvador,El Salvador,F,ESA,True,SV,El Salvador,El Salvador,2,2,1,1,2,1,1,0,1,1
