name,home,away
Expected goals,2.38,0.53
Ball possession,64%,36%
Total shots,33,10
Shots on target,9,4
Shots off target,15,2
Blocked shots,9,4
Corner kicks,10,6
Offsides,0,2
Fouls,10,18
Yellow cards,1,4
Free kicks,18,10
Throw-ins,11,12
Goal kicks,7,20
Big chances,3,0
Big chances missed,3,0
Hit woodwork,0,2
Shots inside box,23,7
Shots outside box,10,3
Goalkeeper saves,4,8
Passes,516,299
Accurate passes,438 (85%),208 (70%)
Long balls,40/65 (62%),23/72 (32%)
Crosses,16/41 (39%),3/15 (20%)
Dribbles,9/14 (64%),5/9 (56%)
Possession lost,133,136
Duels won,65,48
Aerials won,28,20
Tackles,10,13
Interceptions,17,6
Clearances,11,36
Ball possession,68%,32%
Total shots,18,1
Shots on target,5,0
Shots off target,8,0
Blocked shots,5,1
Corner kicks,8,1
Offsides,0,0
Yellow cards,0,1
Free kicks,9,4
Throw-ins,9,5
Goal kicks,3,9
Big chances,0,0
Big chances missed,0,0
Hit woodwork,0,0
Shots inside box,11,1
Shots outside box,7,0
Goalkeeper saves,0,5
Passes,290,145
Accurate passes,255 (88%),101 (70%)
Long balls,22/31 (71%),10/35 (29%)
Crosses,10/28 (36%),1/3 (33%)
Dribbles,4/6 (67%),2/4 (50%)
Possession lost,65,58
Duels won,30,19
Aerials won,13,7
Tackles,4,6
Interceptions,6,2
Clearances,1,26
Ball possession,59%,41%
Total shots,15,9
Shots on target,4,4
Shots off target,7,2
Blocked shots,4,3
Corner kicks,2,5
Offsides,0,2
Yellow cards,1,3
Free kicks,9,6
Throw-ins,2,7
Goal kicks,4,11
Big chances,3,0
Big chances missed,3,0
Hit woodwork,0,2
Shots inside box,12,6
Shots outside box,3,3
Goalkeeper saves,4,3
Passes,226,154
Accurate passes,183 (81%),107 (69%)
Long balls,18/34 (53%),13/37 (35%)
Crosses,6/13 (46%),2/12 (17%)
Dribbles,5/8 (63%),3/5 (60%)
Possession lost,68,78
Duels won,35,29
Aerials won,15,13
Tackles,6,7
Interceptions,11,4
Clearances,10,10
