winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1689411600,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,KS Górnik Polkowice,KS Polkowice,M,983,Tomasz Grzegorczyk,T. Grzegorczyk,PL,Poland,POL,False,PL,Poland,KS Górnik Polkowice,-725846400,MKP Carina Gubin,MKP Carina Gubin,M,MKP,False,PL,Poland,MKP Carina Gubin,2,2,0,2,2,1,1,1,0,1
