winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,awayScore.current
0,1689784200,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,FK Zvezdara Beograd,Zvezdara,M,242,ZVE,False,RS,Serbia,FK Zvezdara Beograd,OFK Vršac,Vršac,M,Zoran Kostic,Z. Kostic,RS,Serbia,OFK,False,RS,Serbia,OFK Vršac,1,0
