name,home,away
Ball possession,40%,60%
Total shots,10,16
Shots on target,1,5
Shots off target,5,7
Blocked shots,4,4
Corner kicks,5,4
Offsides,4,1
Fouls,15,15
Yellow cards,2,3
Free kicks,13,14
Throw-ins,21,25
Goal kicks,8,4
Big chances,0,3
Big chances missed,0,3
Hit woodwork,0,1
Shots inside box,6,9
Shots outside box,4,7
Goalkeeper saves,5,1
Passes,300,457
Accurate passes,188 (63%),357 (78%)
Long balls,24/78 (31%),38/68 (56%)
Crosses,3/17 (18%),5/23 (22%)
Dribbles,11/21 (52%),16/25 (64%)
Possession lost,169,166
Duels won,67,78
Aerials won,19,31
Tackles,24,18
Interceptions,6,6
Clearances,19,13
Ball possession,35%,65%
Total shots,4,8
Shots on target,1,4
Shots off target,2,2
Blocked shots,1,2
Corner kicks,4,2
Offsides,1,1
Yellow cards,1,1
Free kicks,6,9
Throw-ins,11,11
Goal kicks,1,2
Big chances,0,2
Big chances missed,0,2
Hit woodwork,0,0
Shots inside box,4,4
Shots outside box,0,4
Goalkeeper saves,4,1
Passes,127,239
Accurate passes,76 (60%),194 (81%)
Long balls,13/39 (33%),17/31 (55%)
Crosses,2/8 (25%),1/10 (10%)
Dribbles,3/8 (38%),10/14 (71%)
Possession lost,78,81
Duels won,32,45
Aerials won,10,18
Tackles,13,9
Interceptions,6,4
Clearances,11,7
Ball possession,44%,56%
Total shots,6,8
Shots on target,0,1
Shots off target,3,5
Blocked shots,3,2
Corner kicks,1,2
Offsides,3,0
Yellow cards,1,2
Free kicks,7,5
Throw-ins,10,14
Goal kicks,7,2
Big chances,0,1
Big chances missed,0,1
Hit woodwork,0,1
Shots inside box,2,5
Shots outside box,4,3
Goalkeeper saves,1,0
Passes,173,218
Accurate passes,112 (65%),163 (75%)
Long balls,11/39 (28%),21/37 (57%)
Crosses,1/9 (11%),4/13 (31%)
Dribbles,8/13 (62%),6/11 (55%)
Possession lost,91,85
Duels won,35,33
Aerials won,9,13
Tackles,11,9
Interceptions,0,2
Clearances,8,6
