name,home,away
Ball possession,61%,39%
Total shots,12,7
Shots on target,4,2
Shots off target,5,2
Blocked shots,3,3
Corner kicks,7,2
Offsides,2,2
Fouls,10,17
Yellow cards,4,4
Red cards,0,1
Free kicks,15,10
Throw-ins,25,28
Goal kicks,2,6
Big chances,1,1
Hit woodwork,1,0
Counter attacks,2,0
Counter attack shots,1,0
Counter attack goals,1,0
Shots inside box,10,4
Shots outside box,2,3
Goalkeeper saves,1,3
Passes,510,330
Accurate passes,409 (80%),235 (71%)
Long balls,26/53 (49%),30/72 (42%)
Crosses,5/26 (19%),1/12 (8%)
Dribbles,13/19 (68%),7/11 (64%)
Possession lost,155,143
Duels won,55,45
Aerials won,16,15
Tackles,11,13
Interceptions,10,5
Clearances,14,38
Ball possession,65%,35%
Total shots,5,4
Shots on target,3,1
Shots off target,1,2
Blocked shots,1,1
Corner kicks,5,0
Offsides,2,0
Yellow cards,2,1
Red cards,0,0
Free kicks,6,6
Throw-ins,12,14
Goal kicks,2,2
Big chances,0,1
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Counter attack goals,0,0
Shots inside box,5,1
Shots outside box,0,3
Goalkeeper saves,0,3
Passes,271,151
Accurate passes,216 (80%),103 (68%)
Long balls,8/27 (30%),15/36 (42%)
Crosses,2/12 (17%),1/3 (33%)
Dribbles,6/7 (86%),3/4 (75%)
Possession lost,82,65
Duels won,26,22
Aerials won,11,8
Tackles,3,5
Interceptions,2,2
Clearances,3,12
Ball possession,57%,43%
Total shots,7,3
Shots on target,1,1
Shots off target,4,0
Blocked shots,2,2
Corner kicks,2,2
Offsides,0,2
Yellow cards,2,3
Red cards,0,1
Free kicks,9,4
Throw-ins,13,14
Goal kicks,0,4
Big chances,1,0
Hit woodwork,1,0
Counter attacks,2,0
Counter attack shots,1,0
Counter attack goals,1,0
Shots inside box,5,3
Shots outside box,2,0
Goalkeeper saves,1,0
Passes,239,179
Accurate passes,193 (81%),132 (74%)
Long balls,18/26 (69%),15/36 (42%)
Crosses,3/14 (21%),0/9 (0%)
Dribbles,7/12 (58%),4/7 (57%)
Possession lost,73,78
Duels won,29,23
Aerials won,5,7
Tackles,8,8
Interceptions,8,3
Clearances,11,26
