name,home,away
Ball possession,58%,42%
Total shots,18,9
Shots on target,10,2
Shots off target,3,6
Blocked shots,5,1
Corner kicks,5,6
Offsides,4,6
Fouls,12,11
Yellow cards,1,0
Free kicks,11,12
Throw-ins,24,17
Goal kicks,9,7
Big chances,5,1
Big chances missed,2,1
Hit woodwork,0,1
Shots inside box,11,3
Shots outside box,7,6
Goalkeeper saves,2,6
Passes,513,366
Accurate passes,392 (76%),239 (65%)
Long balls,25/73 (34%),22/66 (33%)
Crosses,5/15 (33%),2/14 (14%)
Dribbles,6/11 (55%),5/14 (36%)
Possession lost,178,175
Duels won,49,58
Aerials won,19,23
Tackles,13,18
Interceptions,6,19
Clearances,18,17
Ball possession,59%,41%
Total shots,10,2
Shots on target,6,1
Shots off target,1,1
Blocked shots,3,0
Corner kicks,2,2
Offsides,1,5
Yellow cards,1,0
Free kicks,5,8
Throw-ins,14,8
Goal kicks,2,3
Big chances,2,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,6,0
Shots outside box,4,2
Goalkeeper saves,1,4
Passes,251,175
Accurate passes,197 (78%),111 (63%)
Long balls,16/37 (43%),12/34 (35%)
Crosses,1/8 (13%),1/7 (14%)
Dribbles,4/7 (57%),2/5 (40%)
Possession lost,84,84
Duels won,24,31
Aerials won,11,10
Tackles,4,11
Interceptions,2,12
Clearances,8,9
Ball possession,57%,43%
Total shots,8,7
Shots on target,4,1
Shots off target,2,5
Blocked shots,2,1
Corner kicks,3,4
Offsides,3,1
Yellow cards,0,0
Free kicks,6,4
Throw-ins,10,9
Goal kicks,7,4
Big chances,3,1
Big chances missed,1,1
Hit woodwork,0,1
Shots inside box,5,3
Shots outside box,3,4
Goalkeeper saves,1,2
Passes,262,191
Accurate passes,195 (74%),128 (67%)
Long balls,9/36 (25%),10/32 (31%)
Crosses,4/7 (57%),1/7 (14%)
Dribbles,2/4 (50%),3/9 (33%)
Possession lost,94,91
Duels won,25,27
Aerials won,8,13
Tackles,9,7
Interceptions,4,7
Clearances,10,8
