name,home,away
Expected goals,1.51,0.85
Ball possession,39%,61%
Total shots,10,9
Shots on target,5,1
Shots off target,3,4
Blocked shots,2,4
Corner kicks,2,5
Offsides,0,2
Fouls,13,9
Yellow cards,1,4
Free kicks,7,13
Throw-ins,29,29
Goal kicks,11,8
Big chances,2,0
Big chances missed,1,0
Shots inside box,5,4
Shots outside box,5,5
Goalkeeper saves,1,4
Passes,302,480
Accurate passes,215 (71%),384 (80%)
Long balls,19/59 (32%),50/79 (63%)
Crosses,3/14 (21%),4/19 (21%)
Dribbles,9/23 (39%),10/20 (50%)
Possession lost,150,156
Duels won,48,67
Aerials won,15,19
Tackles,17,25
Interceptions,9,15
Clearances,23,13
Ball possession,38%,62%
Total shots,8,4
Shots on target,4,0
Shots off target,2,2
Blocked shots,2,2
Corner kicks,1,2
Offsides,0,2
Yellow cards,0,2
Free kicks,4,7
Throw-ins,11,11
Goal kicks,8,5
Big chances,1,0
Big chances missed,1,0
Shots inside box,3,0
Shots outside box,5,4
Goalkeeper saves,0,4
Passes,158,258
Accurate passes,115 (73%),216 (84%)
Long balls,14/32 (44%),23/38 (61%)
Crosses,2/6 (33%),1/7 (14%)
Dribbles,5/11 (45%),4/9 (44%)
Possession lost,66,69
Duels won,27,31
Aerials won,9,9
Tackles,9,11
Interceptions,2,5
Clearances,6,6
Ball possession,39%,61%
Total shots,2,5
Shots on target,1,1
Shots off target,1,2
Blocked shots,0,2
Corner kicks,1,3
Offsides,0,0
Yellow cards,1,2
Free kicks,3,6
Throw-ins,18,18
Goal kicks,3,3
Big chances,1,0
Big chances missed,0,0
Shots inside box,2,4
Shots outside box,0,1
Goalkeeper saves,1,0
Passes,144,222
Accurate passes,100 (69%),168 (76%)
Long balls,5/27 (19%),27/41 (66%)
Crosses,1/8 (13%),3/12 (25%)
Dribbles,4/12 (33%),6/11 (55%)
Possession lost,84,87
Duels won,21,36
Aerials won,6,10
Tackles,8,14
Interceptions,7,10
Clearances,17,7
