name,home,away
Expected goals,1.11,2.19
Ball possession,53%,47%
Total shots,13,12
Shots on target,3,7
Shots off target,8,5
Blocked shots,2,0
Corner kicks,4,1
Offsides,2,0
Fouls,23,20
Yellow cards,4,4
Free kicks,18,22
Throw-ins,23,10
Goal kicks,10,10
Big chances,1,3
Big chances missed,1,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,7,10
Shots outside box,6,2
Goalkeeper saves,5,2
Passes,426,373
Accurate passes,360 (85%),302 (81%)
Long balls,17/40 (43%),21/40 (53%)
Crosses,4/16 (25%),3/16 (19%)
Dribbles,15/24 (63%),8/14 (57%)
Possession lost,114,112
Duels won,56,62
Aerials won,12,20
Tackles,11,13
Interceptions,7,9
Clearances,14,18
Ball possession,49%,51%
Total shots,7,6
Shots on target,1,1
Shots off target,5,5
Blocked shots,1,0
Corner kicks,2,0
Offsides,0,0
Yellow cards,1,0
Free kicks,9,10
Throw-ins,11,3
Goal kicks,6,5
Big chances,0,1
Big chances missed,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,1,6
Shots outside box,6,0
Goalkeeper saves,1,1
Passes,222,226
Accurate passes,191 (86%),192 (85%)
Long balls,8/21 (38%),11/20 (55%)
Crosses,1/5 (20%),2/10 (20%)
Dribbles,6/12 (50%),3/6 (50%)
Possession lost,51,53
Duels won,26,26
Aerials won,7,6
Tackles,4,7
Interceptions,2,3
Clearances,9,6
Ball possession,59%,41%
Total shots,6,6
Shots on target,2,6
Shots off target,3,0
Blocked shots,1,0
Corner kicks,2,1
Offsides,2,0
Yellow cards,3,4
Free kicks,9,12
Throw-ins,12,7
Goal kicks,4,5
Big chances,1,2
Big chances missed,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,6,4
Shots outside box,0,2
Goalkeeper saves,4,1
Passes,204,147
Accurate passes,169 (83%),110 (75%)
Long balls,9/19 (47%),10/20 (50%)
Crosses,3/11 (27%),1/6 (17%)
Dribbles,9/12 (75%),5/8 (63%)
Possession lost,63,59
Duels won,30,36
Aerials won,5,14
Tackles,7,6
Interceptions,5,6
Clearances,5,12
