winnerCode,homeRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2
2,2,1680708600,Regionalliga North,Germany Amateur,germany,DE,Regionalliga Nord,DE,Regionalliga North 22/23,22/23,21,Timon Oliver Schulz,54,2,2,8,DE,Germany,VfV Borussia 06 Hildesheim,Hildesheim,M,1111,Berlin,Friedrich-Ebert-Stadion,10000,4134,DE,Germany,HIL,False,DE,Germany,VfV Borussia 06 Hildesheim,1057017600,FC Teutonia 05 Ottensen,Teutonia 05,M,TEO,False,DE,Germany,FC Teutonia 05 Ottensen,-2035584000,0,0,0,0,0,2,2,1,1,2,5
