name,home,away
Ball possession,48%,52%
Total shots,11,18
Shots on target,5,8
Shots off target,4,6
Blocked shots,2,4
Corner kicks,4,5
Offsides,2,1
Fouls,12,9
Yellow cards,4,1
Free kicks,9,11
Throw-ins,32,22
Goal kicks,8,11
Big chances,3,1
Big chances missed,2,1
Counter attacks,3,2
Counter attack shots,2,1
Counter attack goals,1,1
Shots inside box,8,12
Shots outside box,3,6
Goalkeeper saves,6,3
Passes,412,432
Accurate passes,288 (70%),300 (69%)
Long balls,39/88 (44%),30/71 (42%)
Crosses,3/8 (38%),7/19 (37%)
Dribbles,6/10 (60%),11/15 (73%)
Possession lost,185,187
Duels won,49,58
Aerials won,16,18
Tackles,18,18
Interceptions,14,10
Clearances,22,16
Ball possession,51%,49%
Total shots,4,7
Shots on target,2,4
Shots off target,2,3
Blocked shots,0,0
Corner kicks,1,3
Offsides,0,1
Yellow cards,1,1
Free kicks,3,5
Throw-ins,10,13
Goal kicks,3,6
Big chances,1,1
Big chances missed,0,1
Counter attacks,3,0
Counter attack shots,2,0
Counter attack goals,1,0
Shots inside box,2,6
Shots outside box,2,1
Goalkeeper saves,3,0
Passes,232,221
Accurate passes,177 (76%),154 (70%)
Long balls,19/46 (41%),17/40 (43%)
Crosses,0/4 (0%),3/9 (33%)
Dribbles,4/6 (67%),6/10 (60%)
Possession lost,87,96
Duels won,28,31
Aerials won,9,10
Tackles,12,10
Interceptions,7,3
Clearances,13,4
Ball possession,45%,55%
Total shots,7,11
Shots on target,3,4
Shots off target,2,3
Blocked shots,2,4
Corner kicks,3,2
Offsides,2,0
Yellow cards,3,0
Free kicks,6,6
Throw-ins,22,9
Goal kicks,5,5
Big chances,2,0
Big chances missed,2,0
Counter attacks,0,2
Counter attack shots,0,1
Counter attack goals,0,1
Shots inside box,6,6
Shots outside box,1,5
Goalkeeper saves,3,3
Passes,180,211
Accurate passes,111 (62%),146 (69%)
Long balls,20/42 (48%),13/31 (42%)
Crosses,3/4 (75%),4/10 (40%)
Dribbles,2/4 (50%),5/5 (100%)
Possession lost,98,91
Duels won,21,27
Aerials won,7,8
Tackles,6,8
Interceptions,7,7
Clearances,9,12
