winnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,statusReason,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1690106400,True,"['GB', 'IE', 'IR', 'GR', 'RU', 'CH', 'CA']",Waterlogged pitch,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,Mongkolchai Pechsri,33,1,1,9,TH,Thailand,Leicester City,Leicester,M,216388,Dean Smith,D. Smith,EN,England,Leicester,King Power Stadium,32312,2183,EN,England,LEI,False,EN,England,Leicester City,-2713910400,Tottenham Hotspur,Tottenham ,M,Ange Postecoglou,A. Postecoglou,AU,Australia,London,Tottenham Hotspur Stadium,62850,24806,EN,England,TOT,False,EN,England,Tottenham Hotspur,-2755641600
