name,home,away
Expected goals,3.57,1.38
Expected assists,2.08,1.33
Ball possession,61%,39%
Total shots,22,12
Shots on target,7,5
Shots off target,14,4
Blocked shots,1,3
Corner kicks,6,3
Offsides,2,1
Fouls,9,13
Yellow cards,0,1
Free kicks,13,9
Throw-ins,20,16
Goal kicks,6,19
Big chances,8,2
Big chances missed,7,1
Hit woodwork,1,1
Counter attacks,1,2
Counter attack shots,1,2
Shots inside box,16,10
Shots outside box,6,2
Goalkeeper saves,4,4
Goals prevented,-0.11,1.37
Passes,509,325
Accurate passes,411 (81%),231 (71%)
Long balls,29/45 (64%),41/80 (51%)
Crosses,9/34 (26%),7/15 (47%)
Dribbles,10/19 (53%),10/18 (56%)
Possession lost,165,142
Duels won,58,57
Aerials won,19,16
Tackles,16,22
Interceptions,6,14
Clearances,7,27
Expected goals,1.97,1.22
Expected assists,1.43,1.02
Ball possession,63%,37%
Total shots,11,10
Shots on target,5,5
Shots off target,6,3
Blocked shots,0,2
Corner kicks,3,2
Offsides,0,0
Yellow cards,0,0
Free kicks,5,3
Throw-ins,11,11
Goal kicks,3,10
Big chances,6,2
Big chances missed,6,1
Hit woodwork,1,1
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,9,8
Shots outside box,2,2
Goalkeeper saves,4,4
Passes,277,162
Accurate passes,222 (80%),115 (71%)
Long balls,15/23 (65%),21/39 (54%)
Crosses,5/17 (29%),4/7 (57%)
Dribbles,5/11 (45%),7/13 (54%)
Possession lost,89,74
Duels won,34,32
Aerials won,15,9
Tackles,9,13
Interceptions,4,5
Clearances,4,14
Expected goals,1.60,0.15
Expected assists,0.65,0.31
Ball possession,59%,41%
Total shots,11,2
Shots on target,2,0
Shots off target,8,1
Blocked shots,1,1
Corner kicks,3,1
Offsides,2,1
Yellow cards,0,1
Free kicks,8,6
Throw-ins,9,5
Goal kicks,3,9
Big chances,2,0
Big chances missed,1,0
Hit woodwork,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,7,2
Shots outside box,4,0
Goalkeeper saves,0,0
Passes,232,163
Accurate passes,189 (81%),116 (71%)
Long balls,14/22 (64%),20/41 (49%)
Crosses,4/17 (24%),3/8 (38%)
Dribbles,5/8 (63%),3/5 (60%)
Possession lost,76,68
Duels won,24,25
Aerials won,4,7
Tackles,7,9
Interceptions,2,9
Clearances,3,13
