name,home,away
Ball possession,57%,43%
Total shots,22,15
Shots on target,11,4
Shots off target,6,7
Blocked shots,5,4
Corner kicks,8,9
Fouls,13,9
Yellow cards,2,4
Free kicks,8,13
Throw-ins,29,23
Goal kicks,7,12
Big chances,7,0
Big chances missed,6,0
Hit woodwork,1,2
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,15,4
Shots outside box,7,11
Goalkeeper saves,3,10
Passes,427,324
Accurate passes,315 (74%),215 (66%)
Long balls,20/56 (36%),17/61 (28%)
Crosses,7/23 (30%),5/20 (25%)
Dribbles,8/15 (53%),12/23 (52%)
Possession lost,163,170
Duels won,53,56
Aerials won,17,13
Tackles,20,18
Interceptions,8,26
Clearances,22,23
Ball possession,52%,48%
Total shots,10,6
Shots on target,3,1
Shots off target,4,3
Blocked shots,3,2
Corner kicks,4,5
Yellow cards,1,2
Free kicks,5,3
Throw-ins,14,10
Goal kicks,5,8
Big chances,4,0
Big chances missed,4,0
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,5,2
Shots outside box,5,4
Goalkeeper saves,0,3
Passes,205,185
Accurate passes,147 (72%),123 (66%)
Long balls,13/30 (43%),10/31 (32%)
Crosses,3/8 (38%),3/10 (30%)
Dribbles,4/8 (50%),5/9 (56%)
Possession lost,80,92
Duels won,27,25
Aerials won,9,8
Tackles,9,9
Interceptions,3,10
Clearances,16,9
Ball possession,62%,38%
Total shots,12,9
Shots on target,8,3
Shots off target,2,4
Blocked shots,2,2
Corner kicks,4,4
Yellow cards,1,2
Free kicks,3,10
Throw-ins,15,13
Goal kicks,2,4
Big chances,3,0
Big chances missed,2,0
Hit woodwork,1,2
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,10,2
Shots outside box,2,7
Goalkeeper saves,3,7
Passes,222,139
Accurate passes,168 (76%),92 (66%)
Long balls,7/26 (27%),7/30 (23%)
Crosses,4/15 (27%),2/10 (20%)
Dribbles,4/7 (57%),7/14 (50%)
Possession lost,83,78
Duels won,26,31
Aerials won,8,5
Tackles,11,9
Interceptions,5,16
Clearances,6,14
