name,home,away
Ball possession,64%,36%
Total shots,13,12
Shots on target,4,6
Shots off target,5,5
Blocked shots,4,1
Corner kicks,10,3
Offsides,1,3
Fouls,7,9
Yellow cards,1,2
Free kicks,8,7
Throw-ins,38,37
Goal kicks,6,10
Big chances,1,0
Big chances missed,1,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,10,10
Shots outside box,3,2
Goalkeeper saves,5,3
Passes,484,282
Accurate passes,366 (76%),168 (60%)
Long balls,31/82 (38%),21/74 (28%)
Crosses,9/28 (32%),4/8 (50%)
Dribbles,9/15 (60%),8/14 (57%)
Possession lost,173,166
Duels won,68,51
Aerials won,32,21
Tackles,19,16
Interceptions,10,13
Clearances,11,20
Ball possession,64%,36%
Total shots,6,6
Shots on target,4,1
Shots off target,1,4
Blocked shots,1,1
Corner kicks,3,1
Offsides,0,0
Yellow cards,1,1
Free kicks,5,5
Throw-ins,23,15
Goal kicks,5,5
Big chances,1,0
Big chances missed,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,6,4
Shots outside box,0,2
Goalkeeper saves,1,3
Passes,249,143
Accurate passes,201 (81%),87 (61%)
Long balls,13/31 (42%),14/40 (35%)
Crosses,5/13 (38%),2/5 (40%)
Dribbles,7/12 (58%),3/4 (75%)
Possession lost,78,70
Duels won,32,25
Aerials won,16,8
Tackles,4,9
Interceptions,4,7
Clearances,6,9
Ball possession,64%,36%
Total shots,7,6
Shots on target,0,5
Shots off target,4,1
Blocked shots,3,0
Corner kicks,7,2
Offsides,1,3
Yellow cards,0,1
Free kicks,3,2
Throw-ins,15,22
Goal kicks,1,5
Big chances,0,0
Big chances missed,0,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,4,6
Shots outside box,3,0
Goalkeeper saves,4,0
Passes,235,139
Accurate passes,165 (70%),81 (58%)
Long balls,18/51 (35%),7/34 (21%)
Crosses,4/15 (27%),2/3 (67%)
Dribbles,2/3 (67%),5/10 (50%)
Possession lost,95,96
Duels won,36,26
Aerials won,16,13
Tackles,15,7
Interceptions,6,6
Clearances,5,11
