name,home,away
Expected goals,1.09,0.70
Ball possession,52%,48%
Total shots,10,15
Shots on target,3,5
Shots off target,3,7
Blocked shots,3,3
Corner kicks,5,7
Offsides,3,2
Fouls,10,15
Yellow cards,3,5
Red cards,0,1
Free kicks,3,3
Throw-ins,33,21
Goal kicks,10,6
Hit woodwork,1,0
Counter attacks,0,0
Shots inside box,4,7
Shots outside box,6,8
Goalkeeper saves,3,2
Passes,338,333
Accurate passes,254 (75%),252 (75%)
Long balls,23/48 (47%),42/63 (66%)
Crosses,5/12 (41%),2/15 (13%)
Dribbles,20/30 (66%),9/12 (75%)
Possession lost,135,120
Duels won,89,83
Aerials won,26,28
Tackles,0,3
Interceptions,36,49
Clearances,24,20
