winnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,statusReason,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1689372000,True,"['BR', 'IR', 'GR', 'RU', 'CH', 'CA']",Weather problem,Brasileiro Série B,Brazil,brazil,BR,Brasileiro Série B,BR,Brasileiro Série B 2023,2023,17,Emerson Ricardo De Almeida Andrade,26,0,2,3,BR,Brazil,Botafogo-SP,Botafogo-SP,M,11576,Marcelo Chamusca,M. Chamusca,BR,Brazil,Ribeirão Preto,Estadio Santa Cruz,29300,25095,BR,Brazil,BOT,False,BR,Brazil,Botafogo-SP,-1616457600,Chapecoense,Chapecoense,M,Gilmar Dal Pozzo,G. D. Pozzo,BR,Brazil,Chapeco,Arena Condá,25000,13838,BR,Brazil,CHA,False,BR,Brazil,Chapecoense,105840000
