name,home,away
Ball possession,60%,40%
Total shots,18,8
Shots on target,7,2
Shots off target,6,6
Blocked shots,5,0
Corner kicks,5,3
Fouls,16,14
Yellow cards,3,2
Free kicks,11,15
Throw-ins,21,10
Goal kicks,11,4
Big chances,0,1
Big chances missed,0,1
Shots inside box,9,4
Shots outside box,9,4
Goalkeeper saves,1,5
Passes,559,357
Accurate passes,450 (81%),274 (77%)
Long balls,39/68 (57%),29/65 (45%)
Crosses,6/13 (46%),6/17 (35%)
Dribbles,10/18 (56%),11/16 (69%)
Possession lost,152,131
Duels won,62,66
Aerials won,26,23
Tackles,15,17
Interceptions,8,19
Clearances,12,21
Ball possession,69%,31%
Total shots,8,3
Shots on target,1,0
Shots off target,3,3
Blocked shots,4,0
Corner kicks,4,2
Yellow cards,0,2
Free kicks,6,7
Throw-ins,16,3
Goal kicks,5,1
Big chances,0,0
Big chances missed,0,0
Shots inside box,4,1
Shots outside box,4,2
Goalkeeper saves,0,1
Passes,296,127
Accurate passes,239 (81%),98 (77%)
Long balls,19/29 (66%),12/30 (40%)
Crosses,4/9 (44%),3/7 (43%)
Dribbles,3/7 (43%),6/10 (60%)
Possession lost,82,49
Duels won,21,31
Aerials won,5,8
Tackles,7,10
Interceptions,4,10
Clearances,2,18
Ball possession,52%,48%
Total shots,10,5
Shots on target,6,2
Shots off target,3,3
Blocked shots,1,0
Corner kicks,1,1
Yellow cards,3,0
Free kicks,5,8
Throw-ins,5,7
Goal kicks,6,3
Big chances,0,1
Big chances missed,0,1
Shots inside box,5,3
Shots outside box,5,2
Goalkeeper saves,1,4
Passes,263,230
Accurate passes,211 (80%),176 (77%)
Long balls,20/39 (51%),17/35 (49%)
Crosses,2/4 (50%),3/10 (30%)
Dribbles,7/11 (64%),5/6 (83%)
Possession lost,70,82
Duels won,41,35
Aerials won,21,15
Tackles,8,7
Interceptions,4,9
Clearances,10,3
