name,home,away
Ball possession,40%,60%
Total shots,10,1
Shots on target,3,1
Shots off target,5,0
Blocked shots,2,0
Corner kicks,2,0
Offsides,5,0
Fouls,13,16
Yellow cards,4,3
Free kicks,13,11
Throw-ins,22,24
Goal kicks,3,6
Big chances,1,0
Shots inside box,7,0
Shots outside box,3,1
Goalkeeper saves,0,2
Passes,323,486
Accurate passes,237 (73%),406 (84%)
Long balls,28/65 (43%),41/64 (64%)
Crosses,3/14 (21%),1/10 (10%)
Dribbles,3/6 (50%),4/6 (67%)
Possession lost,130,124
Duels won,34,35
Aerials won,4,8
Tackles,14,12
Interceptions,10,5
Clearances,4,14
Ball possession,39%,61%
Total shots,5,1
Shots on target,3,1
Shots off target,2,0
Blocked shots,0,0
Corner kicks,1,0
Offsides,4,0
Yellow cards,1,1
Free kicks,3,5
Throw-ins,10,13
Goal kicks,2,3
Big chances,1,0
Shots inside box,3,0
Shots outside box,2,1
Goalkeeper saves,0,2
Passes,159,252
Accurate passes,121 (76%),208 (83%)
Long balls,16/31 (52%),17/31 (55%)
Crosses,2/8 (25%),1/6 (17%)
Dribbles,2/4 (50%),2/3 (67%)
Possession lost,66,63
Duels won,12,20
Aerials won,2,5
Tackles,5,8
Interceptions,5,1
Clearances,0,5
Ball possession,42%,58%
Total shots,5,0
Shots on target,0,0
Shots off target,3,0
Blocked shots,2,0
Corner kicks,1,0
Offsides,1,0
Yellow cards,3,2
Free kicks,10,6
Throw-ins,12,11
Goal kicks,1,3
Big chances,0,0
Shots inside box,4,0
Shots outside box,1,0
Goalkeeper saves,0,0
Passes,164,234
Accurate passes,116 (71%),198 (85%)
Long balls,12/34 (35%),24/33 (73%)
Crosses,1/6 (17%),0/4 (0%)
Dribbles,1/2 (50%),2/3 (67%)
Possession lost,64,61
Duels won,22,15
Aerials won,2,3
Tackles,9,4
Interceptions,5,4
Clearances,4,9
