coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName
-1,1690039800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Lecce,Lecce,M,42798,Roberto D'Aversa,R. D'Aversa,IT,Italy,Lecce,Via del Mare,40800,1165,IT,Italy,LEC,False,IT,Italy,Lecce,-1950134400,F.C. Rovereto,Rovereto,FRO,False,IT,Italy,F.C. Rovereto
