winnerCode,homeRedCards,awayRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,tournament.roundPrefix,season.name,season.year,roundInfo.round,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1,2,1688243400,"Liga 1, Clausura",Peru,peru,PE,Liga 1,PE,Clausura,Primera Division 2023,2023,2,Jesus Cartagena,452,26,24,78,PE,Peru,Asociacion Deportiva Tarma,Asociacion Deportiva Tarma,M,2500,Franco Enrique Navarro Monteyro,F. E. N. Monteyro,PE,Peru,Tarma,Estadio Unión Tarma,9000,38683,PE,Peru,ASO,False,PE,Peru,Asociacion Deportiva Tarma,Deportivo Binacional,Binacional,M,Juan Manuel Azconzabal,J. M. Azconzabal,AR,Argentina,Juliaca,Estadio Guillermo Briceno Rosamedina,20030,24573,PE,Peru,EDB,False,PE,Peru,Deportivo Binacional,1292630400,2,2,2,0,2,0,0,0,0,0
