winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1680984000,"Primera Nacional, Group A",Argentina,argentina,AR,Primera Nacional,AR,Primera Nacional 2023,2023,10,Patronato,Patronato,M,8456,Rodolfo de Paoli,R. d. Paoli,AR,Argentina,Entre Rios Province,Estadio Presbitero Bartolome Grella,23500,12023,AR,Argentina,CAP,False,AR,Argentina,Patronato,-1764547200,Almirante Brown,Almirante Brown,M,Isidro Casanova,Estadio Fragata Presidente Sarmiento,25000,12015,AR,Argentina,ABR,False,AR,Argentina,Almirante Brown,-1513382400
