winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1690509600,"Primera Division, Apertura",Costa Rica,costa-rica,CR,"Primera Division, Apertura",CR,"Primera Division, Apertura 2023",2023,1,CS Cartaginés,Cartaginés,M,5268,Paulo Wanchope,P. Wanchope,CR,Costa Rica,Cartago,"José Rafael ""Fello"" Meza Ivankovich",13500,4380,CR,Costa Rica,CAR,False,CR,Costa Rica,CS Cartaginés,-2004048000,AD Guanacasteca,AD Guanacasteca,M,Nicoya,Chorotega Stadium,28277,CR,Costa Rica,GUA,False,CR,Costa Rica,AD Guanacasteca,94867200
