name,home,away
Expected goals,0.94,1.06
Ball possession,46%,54%
Total shots,8,11
Shots on target,4,3
Shots off target,3,3
Blocked shots,1,5
Corner kicks,4,5
Offsides,1,2
Fouls,10,8
Yellow cards,2,3
Red cards,1,0
Free kicks,8,10
Throw-ins,25,30
Goal kicks,8,7
Big chances,2,1
Big chances missed,1,1
Shots inside box,4,5
Shots outside box,4,6
Goalkeeper saves,3,3
Passes,355,419
Accurate passes,252 (71%),329 (79%)
Long balls,32/84 (38%),35/63 (56%)
Crosses,2/16 (13%),3/24 (13%)
Dribbles,5/9 (56%),6/10 (60%)
Possession lost,151,151
Duels won,27,28
Aerials won,5,4
Tackles,10,8
Interceptions,14,6
Clearances,26,15
Ball possession,51%,49%
Total shots,5,4
Shots on target,2,1
Shots off target,2,1
Blocked shots,1,2
Corner kicks,2,2
Offsides,0,0
Yellow cards,0,3
Red cards,0,0
Free kicks,3,6
Throw-ins,14,16
Goal kicks,2,4
Big chances,2,1
Big chances missed,1,1
Shots inside box,3,2
Shots outside box,2,2
Goalkeeper saves,1,1
Passes,193,191
Accurate passes,147 (76%),147 (77%)
Long balls,16/35 (46%),16/31 (52%)
Crosses,1/10 (10%),2/8 (25%)
Dribbles,2/4 (50%),2/4 (50%)
Possession lost,72,71
Duels won,14,13
Aerials won,2,1
Tackles,7,4
Interceptions,7,5
Clearances,8,6
Ball possession,40%,60%
Total shots,3,7
Shots on target,2,2
Shots off target,1,2
Blocked shots,0,3
Corner kicks,2,3
Offsides,1,2
Yellow cards,2,0
Red cards,1,0
Free kicks,5,4
Throw-ins,11,14
Goal kicks,6,3
Big chances,0,0
Big chances missed,0,0
Shots inside box,1,3
Shots outside box,2,4
Goalkeeper saves,2,2
Passes,162,228
Accurate passes,105 (65%),182 (80%)
Long balls,16/49 (33%),19/32 (59%)
Crosses,1/6 (17%),1/16 (6%)
Dribbles,3/5 (60%),4/6 (67%)
Possession lost,79,80
Duels won,13,15
Aerials won,3,3
Tackles,3,4
Interceptions,7,1
Clearances,18,9
