name,home,away
Ball possession,70%,30%
Total shots,6,8
Shots on target,1,4
Shots off target,4,3
Blocked shots,1,1
Corner kicks,3,5
Offsides,5,1
Fouls,11,11
Yellow cards,0,3
Free kicks,11,10
Throw-ins,28,21
Goal kicks,6,14
Big chances,2,2
Big chances missed,1,2
Hit woodwork,0,1
Shots inside box,4,6
Shots outside box,2,2
Goalkeeper saves,3,0
Passes,486,209
Accurate passes,412 (85%),127 (61%)
Long balls,30/52 (58%),17/48 (35%)
Crosses,4/19 (21%),4/11 (36%)
Dribbles,3/12 (25%),5/12 (42%)
Possession lost,139,130
Duels won,43,52
Aerials won,16,21
Tackles,13,16
Interceptions,5,14
Clearances,15,14
Ball possession,70%,30%
Total shots,1,6
Shots on target,0,3
Shots off target,1,2
Blocked shots,0,1
Corner kicks,0,5
Offsides,3,1
Yellow cards,0,0
Free kicks,4,6
Throw-ins,13,12
Goal kicks,2,5
Big chances,0,2
Big chances missed,0,2
Hit woodwork,0,1
Shots inside box,0,6
Shots outside box,1,0
Goalkeeper saves,2,0
Passes,261,105
Accurate passes,222 (85%),66 (63%)
Long balls,16/25 (64%),8/22 (36%)
Crosses,1/4 (25%),3/9 (33%)
Dribbles,2/5 (40%),4/7 (57%)
Possession lost,64,70
Duels won,20,26
Aerials won,9,9
Tackles,5,7
Interceptions,3,7
Clearances,11,4
Ball possession,69%,31%
Total shots,5,2
Shots on target,1,1
Shots off target,3,1
Blocked shots,1,0
Corner kicks,3,0
Offsides,2,0
Yellow cards,0,3
Free kicks,7,4
Throw-ins,15,9
Goal kicks,4,9
Big chances,2,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,4,0
Shots outside box,1,2
Goalkeeper saves,1,0
Passes,225,104
Accurate passes,190 (84%),61 (59%)
Long balls,14/27 (52%),9/26 (35%)
Crosses,3/15 (20%),1/2 (50%)
Dribbles,1/7 (14%),1/5 (20%)
Possession lost,75,60
Duels won,23,26
Aerials won,7,12
Tackles,8,9
Interceptions,2,7
Clearances,4,10
