name,home,away
Ball possession,38%,62%
Total shots,7,19
Shots on target,1,6
Shots off target,3,11
Blocked shots,3,2
Corner kicks,4,3
Offsides,2,1
Fouls,13,12
Yellow cards,3,2
Red cards,1,0
Free kicks,12,13
Throw-ins,18,26
Goal kicks,12,5
Big chances,1,4
Big chances missed,1,2
Hit woodwork,0,1
Shots inside box,4,11
Shots outside box,3,8
Goalkeeper saves,3,1
Passes,350,574
Accurate passes,261 (75%),486 (85%)
Long balls,32/68 (47%),26/41 (63%)
Crosses,2/10 (20%),3/13 (23%)
Dribbles,17/26 (65%),17/20 (85%)
Possession lost,138,132
Duels won,50,56
Aerials won,8,12
Tackles,13,14
Interceptions,16,9
Clearances,13,9
Ball possession,39%,61%
Total shots,7,10
Shots on target,1,4
Shots off target,3,5
Blocked shots,3,1
Corner kicks,4,1
Offsides,2,0
Yellow cards,2,0
Red cards,0,0
Free kicks,6,7
Throw-ins,12,13
Goal kicks,5,4
Big chances,1,2
Big chances missed,1,1
Hit woodwork,0,0
Shots inside box,4,6
Shots outside box,3,4
Goalkeeper saves,2,1
Passes,181,289
Accurate passes,132 (73%),236 (82%)
Long balls,18/35 (51%),11/22 (50%)
Crosses,2/9 (22%),1/6 (17%)
Dribbles,11/16 (69%),8/10 (80%)
Possession lost,78,78
Duels won,30,32
Aerials won,6,8
Tackles,7,9
Interceptions,10,6
Clearances,7,6
Ball possession,37%,63%
Total shots,0,9
Shots on target,0,2
Shots off target,0,6
Blocked shots,0,1
Corner kicks,0,2
Offsides,0,1
Yellow cards,1,2
Red cards,1,0
Free kicks,6,6
Throw-ins,6,13
Goal kicks,7,1
Big chances,0,2
Big chances missed,0,1
Hit woodwork,0,1
Shots inside box,0,5
Shots outside box,0,4
Goalkeeper saves,1,0
Passes,169,285
Accurate passes,129 (76%),250 (88%)
Long balls,14/33 (42%),15/19 (79%)
Crosses,0/1 (0%),2/7 (29%)
Dribbles,6/10 (60%),9/10 (90%)
Possession lost,60,54
Duels won,20,24
Aerials won,2,4
Tackles,6,5
Interceptions,6,3
Clearances,6,3
