name,home,away
Expected goals,0.81,0.80
Ball possession,60%,40%
Total shots,16,7
Shots on target,5,3
Shots off target,8,4
Blocked shots,3,0
Corner kicks,9,3
Offsides,1,4
Fouls,11,13
Yellow cards,2,0
Free kicks,12,10
Throw-ins,23,24
Goal kicks,5,13
Big chances,1,1
Shots inside box,4,2
Shots outside box,12,5
Goalkeeper saves,2,4
Passes,538,378
Accurate passes,438 (81%),274 (72%)
Long balls,36/66 (55%),30/72 (42%)
Crosses,5/35 (14%),1/7 (14%)
Dribbles,6/16 (38%),12/20 (60%)
Possession lost,163,139
Duels won,39,47
Aerials won,12,10
Tackles,9,15
Interceptions,10,7
Clearances,5,29
Ball possession,56%,44%
Total shots,3,4
Shots on target,1,2
Shots off target,0,2
Blocked shots,2,0
Corner kicks,1,2
Offsides,0,3
Yellow cards,0,0
Free kicks,5,6
Throw-ins,11,12
Goal kicks,3,2
Big chances,0,1
Shots inside box,1,1
Shots outside box,2,3
Goalkeeper saves,1,1
Passes,277,227
Accurate passes,229 (83%),177 (78%)
Long balls,19/33 (58%),16/38 (42%)
Crosses,3/13 (23%),0/3 (0%)
Dribbles,4/9 (44%),4/10 (40%)
Possession lost,76,73
Duels won,20,21
Aerials won,4,2
Tackles,7,9
Interceptions,4,4
Clearances,1,12
Ball possession,65%,35%
Total shots,13,3
Shots on target,4,1
Shots off target,8,2
Blocked shots,1,0
Corner kicks,8,1
Offsides,1,1
Yellow cards,2,0
Free kicks,7,4
Throw-ins,12,12
Goal kicks,2,11
Big chances,1,0
Shots inside box,3,1
Shots outside box,10,2
Goalkeeper saves,1,3
Passes,261,151
Accurate passes,209 (80%),97 (64%)
Long balls,17/33 (52%),14/34 (41%)
Crosses,2/22 (9%),1/4 (25%)
Dribbles,2/7 (29%),8/10 (80%)
Possession lost,87,66
Duels won,19,26
Aerials won,8,8
Tackles,2,6
Interceptions,6,3
Clearances,4,17
