name,home,away
Expected goals,3.19,2.64
Ball possession,61%,39%
Total shots,19,11
Shots on target,7,7
Shots off target,5,2
Blocked shots,7,2
Corner kicks,9,2
Offsides,2,1
Fouls,15,13
Yellow cards,4,5
Red cards,1,0
Free kicks,12,15
Throw-ins,18,4
Goal kicks,5,12
Big chances,4,4
Big chances missed,3,1
Shots inside box,10,8
Shots outside box,9,3
Goalkeeper saves,3,5
Passes,546,358
Accurate passes,475 (87%),281 (78%)
Long balls,34/61 (56%),19/51 (37%)
Crosses,5/28 (18%),3/7 (43%)
Dribbles,9/15 (60%),7/13 (54%)
Possession lost,125,105
Duels won,43,47
Aerials won,11,11
Tackles,11,14
Interceptions,7,9
Clearances,3,23
Ball possession,55%,45%
Total shots,8,6
Shots on target,3,5
Shots off target,2,1
Blocked shots,3,0
Corner kicks,5,2
Offsides,2,1
Yellow cards,3,1
Red cards,0,0
Free kicks,6,9
Throw-ins,1,2
Goal kicks,3,3
Big chances,2,2
Big chances missed,1,0
Shots inside box,4,5
Shots outside box,4,1
Goalkeeper saves,2,2
Passes,254,202
Accurate passes,219 (86%),163 (81%)
Long balls,19/31 (61%),9/24 (38%)
Crosses,1/8 (13%),3/6 (50%)
Dribbles,3/6 (50%),3/6 (50%)
Possession lost,55,52
Duels won,17,21
Aerials won,2,2
Tackles,6,7
Interceptions,3,6
Clearances,1,8
Ball possession,66%,34%
Total shots,11,5
Shots on target,4,2
Shots off target,3,1
Blocked shots,4,2
Corner kicks,4,0
Offsides,0,0
Yellow cards,2,4
Red cards,1,0
Free kicks,6,6
Throw-ins,17,2
Goal kicks,2,9
Big chances,2,2
Big chances missed,2,1
Shots inside box,6,3
Shots outside box,5,2
Goalkeeper saves,1,3
Passes,292,156
Accurate passes,256 (88%),118 (76%)
Long balls,15/30 (50%),10/27 (37%)
Crosses,4/20 (20%),0/1 (0%)
Dribbles,6/9 (67%),4/7 (57%)
Possession lost,70,53
Duels won,26,26
Aerials won,9,9
Tackles,5,7
Interceptions,4,3
Clearances,2,15
