name,home,away
Ball possession,45%,55%
Total shots,27,12
Shots on target,11,5
Shots off target,8,4
Blocked shots,8,3
Corner kicks,5,5
Fouls,12,7
Yellow cards,1,2
Free kicks,7,12
Throw-ins,36,31
Goal kicks,7,8
Big chances,4,2
Big chances missed,3,2
Hit woodwork,2,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,20,8
Shots outside box,7,4
Goalkeeper saves,3,7
Passes,356,429
Accurate passes,262 (74%),310 (72%)
Long balls,29/71 (41%),38/86 (44%)
Crosses,3/18 (17%),4/17 (24%)
Dribbles,12/17 (71%),12/20 (60%)
Possession lost,162,180
Duels won,59,69
Aerials won,11,21
Tackles,29,24
Interceptions,17,10
Clearances,18,20
Ball possession,46%,54%
Total shots,14,6
Shots on target,4,2
Shots off target,5,3
Blocked shots,5,1
Corner kicks,2,3
Yellow cards,0,1
Free kicks,5,6
Throw-ins,22,12
Goal kicks,4,7
Big chances,1,1
Big chances missed,1,1
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,9,4
Shots outside box,5,2
Goalkeeper saves,2,3
Passes,178,211
Accurate passes,126 (71%),152 (72%)
Long balls,10/33 (30%),20/47 (43%)
Crosses,2/12 (17%),1/10 (10%)
Dribbles,8/11 (73%),7/10 (70%)
Possession lost,86,88
Duels won,30,39
Aerials won,5,13
Tackles,12,13
Interceptions,7,6
Clearances,9,11
Ball possession,45%,55%
Total shots,13,6
Shots on target,7,3
Shots off target,3,1
Blocked shots,3,2
Corner kicks,3,2
Yellow cards,1,1
Free kicks,2,6
Throw-ins,14,19
Goal kicks,3,1
Big chances,3,1
Big chances missed,2,1
Hit woodwork,2,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,11,4
Shots outside box,2,2
Goalkeeper saves,1,4
Passes,178,218
Accurate passes,136 (76%),158 (72%)
Long balls,19/38 (50%),18/39 (46%)
Crosses,1/6 (17%),3/7 (43%)
Dribbles,4/6 (67%),5/10 (50%)
Possession lost,76,92
Duels won,29,30
Aerials won,6,8
Tackles,17,11
Interceptions,10,4
Clearances,9,9
