name,home,away
Ball possession,44%,56%
Total shots,10,12
Shots on target,4,5
Shots off target,2,4
Blocked shots,4,3
Corner kicks,3,5
Offsides,1,1
Fouls,16,17
Yellow cards,4,5
Red cards,0,1
Free kicks,17,16
Throw-ins,20,19
Goal kicks,10,4
Shots inside box,6,8
Shots outside box,4,4
Goalkeeper saves,4,3
Passes,369,473
Accurate passes,267 (72%),378 (80%)
Long balls,22/57 (39%),50/87 (57%)
Crosses,1/11 (9%),3/19 (16%)
Dribbles,2/4 (50%),0/0 (0%)
Possession lost,136,131
Duels won,33,30
Aerials won,7,9
Tackles,8,5
Interceptions,5,9
Clearances,19,16
Ball possession,43%,57%
Total shots,3,7
Shots on target,1,3
Shots off target,1,3
Blocked shots,1,1
Corner kicks,1,2
Offsides,0,0
Yellow cards,1,0
Red cards,0,0
Free kicks,7,8
Throw-ins,15,12
Goal kicks,6,1
Shots inside box,1,4
Shots outside box,2,3
Goalkeeper saves,3,1
Passes,210,269
Accurate passes,148 (70%),215 (80%)
Long balls,9/34 (26%),23/46 (50%)
Crosses,0/2 (0%),3/12 (25%)
Dribbles,2/4 (50%),0/0 (0%)
Possession lost,80,76
Duels won,15,16
Aerials won,1,5
Tackles,5,3
Interceptions,2,6
Clearances,9,4
Ball possession,45%,55%
Total shots,7,5
Shots on target,3,2
Shots off target,1,1
Blocked shots,3,2
Corner kicks,2,3
Offsides,1,1
Yellow cards,3,5
Red cards,0,1
Free kicks,10,8
Throw-ins,5,7
Goal kicks,4,3
Shots inside box,5,4
Shots outside box,2,1
Goalkeeper saves,1,2
Passes,159,204
Accurate passes,119 (75%),163 (80%)
Long balls,13/23 (57%),27/41 (66%)
Crosses,1/9 (11%),0/7 (0%)
Dribbles,0/0 (0%),0/0 (0%)
Possession lost,56,55
Duels won,18,14
Aerials won,6,4
Tackles,3,2
Interceptions,3,3
Clearances,10,12
