winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1690036200,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,Zabkovia Zabki,Zabkovia Zabki,M,10,ZAB,False,Zabkovia Zabki,Legionovia Legionowo,Legionovia,M,KSL,False,PL,Poland,Legionovia Legionowo,-1262304000,3,3,0,3,3,2,2,0,2,2
