winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1690619400,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,FK Ústí nad Labem,Ústí nad Labem,M,862,Usti nad Labem,Mestsky Stadion,3500,3481,CZ,Czech Republic,UST,False,CZ,Czech Republic,FK Ústí nad Labem,-1359763200,Slavia Karlovy Vary,Slavia Karlovy Vary,M,SKV,False,CZ,Czech Republic,Slavia Karlovy Vary,1534809600
