winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName
0,1690529400,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,CS Viitorul Dăești,Viitorul Dăești,M,189,Dăești,Stadionul Gheorghe Ciociu,1500,36971,RO,Romania,VII,False,RO,Romania,CS Viitorul Dăești,CS Gilortul Târgu Cărbunești,CS Gilortul Târgu Cărbunești,M,Târgu Cărbunești,Stadionul Cristinel Răducan,1000,38905,RO,Romania,GIL,False,RO,Romania,CS Gilortul Târgu Cărbunești
