name,home,away
Ball possession,36%,64%
Total shots,10,17
Shots on target,3,3
Shots off target,5,11
Blocked shots,2,3
Corner kicks,3,7
Offsides,1,0
Fouls,8,12
Yellow cards,3,6
Red cards,2,1
Free kicks,11,8
Throw-ins,16,14
Goal kicks,10,6
Big chances,1,2
Big chances missed,1,1
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,6,9
Shots outside box,4,8
Goalkeeper saves,2,2
Passes,332,572
Accurate passes,265 (80%),513 (90%)
Long balls,39/69 (57%),61/76 (80%)
Crosses,4/13 (31%),7/30 (23%)
Dribbles,15/22 (68%),6/11 (55%)
Possession lost,110,111
Duels won,55,49
Aerials won,17,19
Tackles,12,16
Interceptions,8,5
Clearances,23,14
Ball possession,51%,49%
Total shots,6,4
Shots on target,2,1
Shots off target,3,3
Blocked shots,1,0
Corner kicks,2,1
Offsides,1,0
Yellow cards,3,2
Red cards,2,0
Free kicks,3,6
Throw-ins,10,6
Goal kicks,4,4
Big chances,1,2
Big chances missed,1,1
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,6,2
Shots outside box,0,2
Goalkeeper saves,0,1
Passes,241,236
Accurate passes,210 (87%),205 (87%)
Long balls,30/39 (77%),33/45 (73%)
Crosses,4/12 (33%),1/6 (17%)
Dribbles,9/14 (64%),4/5 (80%)
Possession lost,62,52
Duels won,26,31
Aerials won,7,10
Tackles,7,11
Interceptions,4,3
Clearances,4,9
Ball possession,21%,79%
Total shots,4,13
Shots on target,1,2
Shots off target,2,8
Blocked shots,1,3
Corner kicks,1,6
Offsides,0,0
Yellow cards,0,4
Red cards,0,1
Free kicks,8,2
Throw-ins,6,8
Goal kicks,6,2
Big chances,0,0
Big chances missed,0,0
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,0,7
Shots outside box,4,6
Goalkeeper saves,2,1
Passes,91,336
Accurate passes,55 (60%),308 (92%)
Long balls,9/30 (30%),28/31 (90%)
Crosses,0/1 (0%),6/24 (25%)
Dribbles,6/8 (75%),2/6 (33%)
Possession lost,48,59
Duels won,29,18
Aerials won,10,9
Tackles,5,5
Interceptions,4,2
Clearances,19,5
