winnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,statusReason,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1689465600,True,"['BR', 'IR', 'GR', 'RU', 'CH', 'CA']",Fixture clash,Brasileiro Série A,Brazil,brazil,BR,Brasileiro Série A,BR,Brasileiro Série A 2023,2023,15,Sao Paulo,Neo Química Arena,49205,13318,BR,Brazil,Corinthians,Corinthians,M,161531,Vanderlei Luxemburgo,V. Luxemburgo,BR,Brazil,Sao Paulo,Neo Química Arena,49205,13318,BR,Brazil,COR,False,BR,Brazil,Corinthians,-1872460800,Grêmio,Grêmio,M,Renato Gaúcho,R. Gaúcho,BR,Brazil,Porto Alegre,Arena do Grêmio,60540,11308,BR,Brazil,GPA,False,BR,Brazil,Grêmio,-2092176000
