winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,1689408000,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,FC Slovan Rosice,Rosice,M,1453,ROS,False,CZ,Czech Republic,FC Slovan Rosice,FC Zbrojovka Brno B,FC Zbrojovka Brno B,M,ZBR,False,FC Zbrojovka Brno B,1,1,1,0,1,2,2,1,1,2
