winnerCode,coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,-1,1688806800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,FK Frydek Mistek,Frýdek-Místek,M,540,Frydek-Mistek,Stadion Stovky,12400,12079,CZ,Czech Republic,FRM,False,CZ,Czech Republic,FK Frydek Mistek,MŠK Považská Bystrica,Považská Bystrica,M,Peter Jakus,P. Jakus,SK,Slovakia,POV,False,SK,Slovakia,MŠK Považská Bystrica,1,1,0,1,1,2,2,1,1,2
