name,home,away
Ball possession,69%,31%
Total shots,8,12
Shots on target,0,4
Shots off target,4,6
Blocked shots,4,2
Corner kicks,5,7
Offsides,1,1
Fouls,10,15
Yellow cards,2,3
Free kicks,14,10
Throw-ins,26,12
Goal kicks,10,6
Big chances,0,2
Big chances missed,0,2
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,2,8
Shots outside box,6,4
Goalkeeper saves,4,0
Passes,405,173
Accurate passes,325 (80%),95 (55%)
Long balls,30/54 (56%),17/55 (31%)
Crosses,3/18 (17%),3/17 (18%)
Dribbles,12/17 (71%),7/12 (58%)
Possession lost,134,120
Duels won,57,49
Aerials won,18,16
Tackles,13,16
Interceptions,6,8
Clearances,15,26
Ball possession,67%,33%
Total shots,0,5
Shots on target,0,2
Shots off target,0,1
Blocked shots,0,2
Corner kicks,2,5
Offsides,0,1
Yellow cards,1,1
Free kicks,8,4
Throw-ins,15,6
Goal kicks,4,2
Big chances,0,2
Big chances missed,0,2
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,0,4
Shots outside box,0,1
Goalkeeper saves,2,0
Passes,185,85
Accurate passes,140 (76%),44 (52%)
Long balls,17/32 (53%),9/30 (30%)
Crosses,2/7 (29%),2/10 (20%)
Dribbles,4/7 (57%),2/4 (50%)
Possession lost,65,61
Duels won,24,20
Aerials won,9,7
Tackles,3,7
Interceptions,3,4
Clearances,7,10
Ball possession,71%,29%
Total shots,8,7
Shots on target,0,2
Shots off target,4,5
Blocked shots,4,0
Corner kicks,3,2
Offsides,1,0
Yellow cards,1,2
Free kicks,6,6
Throw-ins,11,6
Goal kicks,6,4
Big chances,0,0
Big chances missed,0,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,2,4
Shots outside box,6,3
Goalkeeper saves,2,0
Passes,220,88
Accurate passes,185 (84%),51 (58%)
Long balls,13/22 (59%),8/25 (32%)
Crosses,1/11 (9%),1/7 (14%)
Dribbles,8/10 (80%),5/8 (63%)
Possession lost,69,59
Duels won,33,29
Aerials won,9,9
Tackles,10,9
Interceptions,3,4
Clearances,8,16
