winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,1688832000,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,USV Weindorf St. Anna am Aigen,Weindorf St Anna,M,806,USV,False,AT,Austria,USV Weindorf St. Anna am Aigen,136252800,UFC Fehring,Fehring,M,FEH,False,AT,Austria,UFC Fehring,2,2,1,1,2,3,3,2,1,3
