name,home,away
Expected goals,3.11,0.49
Ball possession,32%,68%
Total shots,11,7
Shots on target,6,1
Shots off target,3,4
Blocked shots,2,2
Corner kicks,2,6
Offsides,0,2
Fouls,15,12
Yellow cards,1,1
Free kicks,11,15
Throw-ins,17,33
Goal kicks,6,9
Big chances,5,0
Big chances missed,3,0
Shots inside box,8,5
Shots outside box,3,2
Goalkeeper saves,1,4
Passes,243,526
Accurate passes,140 (58%),422 (80%)
Long balls,20/69 (29%),23/60 (38%)
Crosses,3/17 (18%),7/34 (21%)
Dribbles,6/8 (75%),9/18 (50%)
Possession lost,147,179
Duels won,59,49
Aerials won,20,16
Tackles,22,9
Interceptions,9,7
Clearances,41,15
Ball possession,38%,62%
Total shots,8,1
Shots on target,5,1
Shots off target,2,0
Blocked shots,1,0
Corner kicks,2,3
Offsides,0,1
Yellow cards,0,0
Free kicks,4,5
Throw-ins,9,19
Goal kicks,3,3
Big chances,5,0
Big chances missed,3,0
Shots inside box,7,1
Shots outside box,1,0
Goalkeeper saves,1,3
Passes,135,227
Accurate passes,88 (65%),175 (77%)
Long balls,12/33 (36%),11/32 (34%)
Crosses,1/11 (9%),1/9 (11%)
Dribbles,2/3 (67%),3/9 (33%)
Possession lost,76,84
Duels won,27,17
Aerials won,11,5
Tackles,10,4
Interceptions,2,3
Clearances,20,10
Ball possession,26%,74%
Total shots,3,6
Shots on target,1,0
Shots off target,1,4
Blocked shots,1,2
Corner kicks,0,3
Offsides,0,1
Yellow cards,1,1
Free kicks,7,10
Throw-ins,8,14
Goal kicks,3,6
Big chances,0,0
Big chances missed,0,0
Shots inside box,1,4
Shots outside box,2,2
Goalkeeper saves,0,1
Passes,108,299
Accurate passes,52 (48%),247 (83%)
Long balls,8/36 (22%),12/28 (43%)
Crosses,2/6 (33%),6/25 (24%)
Dribbles,4/5 (80%),6/9 (67%)
Possession lost,71,95
Duels won,32,32
Aerials won,9,11
Tackles,12,5
Interceptions,7,4
Clearances,21,5
