name,home,away
Ball possession,47%,53%
Total shots,13,12
Shots on target,2,3
Shots off target,6,6
Blocked shots,5,3
Corner kicks,3,5
Offsides,4,0
Fouls,13,18
Yellow cards,2,4
Free kicks,18,13
Throw-ins,20,24
Goal kicks,14,12
Big chances,1,0
Shots inside box,8,9
Shots outside box,5,3
Goalkeeper saves,1,1
Passes,337,383
Accurate passes,213 (63%),261 (68%)
Long balls,23/74 (31%),37/90 (41%)
Crosses,3/16 (19%),6/23 (26%)
Dribbles,0/2 (0%),2/5 (40%)
Possession lost,161,175
Duels won,38,25
Aerials won,4,8
Tackles,16,3
Interceptions,10,3
Clearances,7,13
Ball possession,48%,52%
Total shots,8,6
Shots on target,2,1
Shots off target,4,4
Blocked shots,2,1
Corner kicks,2,1
Offsides,2,0
Yellow cards,1,1
Free kicks,8,4
Throw-ins,8,14
Goal kicks,8,6
Big chances,1,0
Shots inside box,6,6
Shots outside box,2,0
Goalkeeper saves,0,1
Passes,170,179
Accurate passes,113 (66%),123 (69%)
Long balls,14/37 (38%),22/49 (45%)
Crosses,2/7 (29%),5/13 (38%)
Dribbles,0/0 (0%),1/2 (50%)
Possession lost,72,82
Duels won,18,10
Aerials won,2,4
Tackles,8,1
Interceptions,7,1
Clearances,4,4
Ball possession,45%,55%
Total shots,5,6
Shots on target,0,2
Shots off target,2,2
Blocked shots,3,2
Corner kicks,1,4
Offsides,2,0
Yellow cards,1,3
Free kicks,10,9
Throw-ins,12,10
Goal kicks,6,6
Big chances,0,0
Shots inside box,2,3
Shots outside box,3,3
Goalkeeper saves,1,0
Passes,167,204
Accurate passes,100 (60%),138 (68%)
Long balls,9/37 (24%),15/41 (37%)
Crosses,1/9 (11%),1/10 (10%)
Dribbles,0/2 (0%),1/3 (33%)
Possession lost,89,93
Duels won,20,15
Aerials won,2,4
Tackles,8,2
Interceptions,3,2
Clearances,3,9
