winnerCode,awayRedCards,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2
1,2,1688767200,"U20 CONMEBOL Libertadores, Group A",South America,south-america,U20 CONMEBOL Libertadores,U20 Copa Libertadores 2023,2023,3,Caracas U20,Caracas,M,322,CAR,False,VE,Venezuela,Caracas U20,Alianza Lima U20,Alianza L,M,ALI,False,PE,Peru,Alianza Lima U20,3,3,1,2,3,0,0,0,0,0,4
