name,home,away
Ball possession,53%,47%
Total shots,18,11
Shots on target,11,3
Shots off target,5,5
Blocked shots,2,3
Corner kicks,6,2
Offsides,1,4
Fouls,14,12
Yellow cards,1,1
Free kicks,12,11
Throw-ins,16,28
Goal kicks,8,8
Big chances,9,1
Big chances missed,5,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,14,3
Shots outside box,4,8
Goalkeeper saves,2,5
Passes,457,411
Accurate passes,347 (76%),290 (71%)
Long balls,48/88 (55%),28/72 (39%)
Crosses,7/15 (47%),3/14 (21%)
Dribbles,16/30 (53%),6/13 (46%)
Possession lost,163,172
Duels won,67,56
Aerials won,24,18
Tackles,15,21
Interceptions,8,6
Clearances,19,8
Ball possession,54%,46%
Total shots,5,5
Shots on target,4,1
Shots off target,1,1
Blocked shots,0,3
Corner kicks,3,1
Offsides,1,3
Yellow cards,1,0
Free kicks,7,10
Throw-ins,7,12
Goal kicks,2,2
Big chances,3,1
Big chances missed,1,1
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,4,2
Shots outside box,1,3
Goalkeeper saves,1,1
Passes,204,179
Accurate passes,141 (69%),106 (59%)
Long balls,21/43 (49%),12/41 (29%)
Crosses,3/8 (38%),0/6 (0%)
Dribbles,6/11 (55%),5/6 (83%)
Possession lost,89,97
Duels won,29,33
Aerials won,12,10
Tackles,4,8
Interceptions,6,3
Clearances,10,4
Ball possession,52%,48%
Total shots,13,6
Shots on target,7,2
Shots off target,4,4
Blocked shots,2,0
Corner kicks,3,1
Offsides,0,1
Yellow cards,0,1
Free kicks,5,1
Throw-ins,9,16
Goal kicks,6,6
Big chances,6,0
Big chances missed,4,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,10,1
Shots outside box,3,5
Goalkeeper saves,1,4
Passes,253,232
Accurate passes,206 (81%),184 (79%)
Long balls,27/45 (60%),16/31 (52%)
Crosses,4/7 (57%),3/8 (38%)
Dribbles,10/19 (53%),1/7 (14%)
Possession lost,74,75
Duels won,38,23
Aerials won,12,8
Tackles,11,13
Interceptions,2,3
Clearances,9,4
