name,home,away
Ball possession,51%,49%
Total shots,10,12
Shots on target,5,4
Shots off target,3,5
Blocked shots,2,3
Corner kicks,5,1
Offsides,4,0
Fouls,18,17
Yellow cards,3,0
Free kicks,16,18
Throw-ins,29,13
Goal kicks,6,5
Big chances,1,0
Shots inside box,6,7
Shots outside box,4,5
Goalkeeper saves,4,4
Passes,398,389
Accurate passes,303 (76%),307 (79%)
Long balls,30/73 (41%),24/49 (49%)
Crosses,4/15 (27%),5/8 (63%)
Dribbles,4/7 (57%),8/9 (89%)
Possession lost,135,110
Duels won,37,40
Aerials won,7,1
Tackles,10,13
Interceptions,7,6
Clearances,9,12
Ball possession,51%,49%
Total shots,6,6
Shots on target,4,2
Shots off target,1,2
Blocked shots,1,2
Corner kicks,4,0
Offsides,2,0
Yellow cards,2,0
Free kicks,7,7
Throw-ins,12,7
Goal kicks,2,3
Big chances,1,0
Shots inside box,4,4
Shots outside box,2,2
Goalkeeper saves,2,3
Passes,214,210
Accurate passes,177 (83%),173 (82%)
Long balls,17/34 (50%),18/29 (62%)
Crosses,1/8 (13%),2/4 (50%)
Dribbles,0/2 (0%),2/3 (67%)
Possession lost,61,53
Duels won,17,18
Aerials won,4,1
Tackles,6,8
Interceptions,4,3
Clearances,5,7
Ball possession,51%,49%
Total shots,4,6
Shots on target,1,2
Shots off target,2,3
Blocked shots,1,1
Corner kicks,1,1
Offsides,2,0
Yellow cards,1,0
Free kicks,9,11
Throw-ins,17,6
Goal kicks,4,2
Big chances,0,0
Shots inside box,2,3
Shots outside box,2,3
Goalkeeper saves,2,1
Passes,184,179
Accurate passes,126 (68%),134 (75%)
Long balls,13/39 (33%),6/20 (30%)
Crosses,3/7 (43%),3/4 (75%)
Dribbles,4/5 (80%),6/6 (100%)
Possession lost,74,57
Duels won,20,22
Aerials won,3,0
Tackles,4,5
Interceptions,3,3
Clearances,4,5
