winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1690635600,I Liga,Poland,poland,PL,I Liga,PL,I Liga 23/24,23/24,2,Podbeskidzie Bielsko-Biała,TS Podbeskidzie,M,3139,Grzegorz Mokry,G. Mokry,PL,Poland,Bielsko Biala,Stadion Miejski w Bielsku-Białej,15076,2305,PL,Poland,PBB,False,PL,Poland,Podbeskidzie Bielsko-Biała,868579200,Znicz Pruszków,Znicz,M,ZNI,False,PL,Poland,Znicz Pruszków,-1472860800
