winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1
1,1688607000,1,"Central American and Caribbean Games, Playoffs",North & Central America,north-and-central-america,"Central American and Caribbean Games, Women","Central American and Caribbean Games, Women 2023",2023,28,Semifinal,semifinal,2,Mexico,Mexico,F,3612,Pedro López,P. López,ES,Spain,MEX,True,MX,Mexico,Mexico,Centro Caribe Sports,Centro Caribe Sports,F,CEN,False,Centro Caribe Sports,6,6,4,2,6,0,0,0,0,0,1
