name,home,away
Expected goals,1.09,0.80
Ball possession,64%,36%
Total shots,13,11
Shots on target,4,1
Shots off target,6,6
Blocked shots,3,4
Corner kicks,6,3
Offsides,0,1
Fouls,9,11
Yellow cards,2,1
Free kicks,10,8
Throw-ins,25,18
Goal kicks,6,10
Big chances,1,1
Big chances missed,1,1
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,8,6
Shots outside box,5,5
Goalkeeper saves,1,4
Passes,581,321
Accurate passes,454 (78%),226 (70%)
Long balls,37/82 (45%),19/59 (32%)
Crosses,2/12 (17%),5/17 (29%)
Dribbles,6/11 (55%),7/14 (50%)
Possession lost,156,150
Duels won,48,43
Aerials won,19,21
Tackles,13,7
Interceptions,2,10
Clearances,16,16
Ball possession,65%,35%
Total shots,5,5
Shots on target,2,0
Shots off target,2,5
Blocked shots,1,0
Corner kicks,0,1
Offsides,0,0
Yellow cards,0,0
Free kicks,9,2
Throw-ins,9,13
Goal kicks,4,4
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,1
Shots outside box,2,4
Goalkeeper saves,0,2
Passes,316,165
Accurate passes,252 (80%),120 (73%)
Long balls,19/40 (48%),7/30 (23%)
Crosses,0/2 (0%),2/6 (33%)
Dribbles,1/2 (50%),3/8 (38%)
Possession lost,70,71
Duels won,26,17
Aerials won,9,11
Tackles,7,1
Interceptions,2,6
Clearances,9,4
Ball possession,62%,38%
Total shots,8,6
Shots on target,2,1
Shots off target,4,1
Blocked shots,2,4
Corner kicks,6,2
Offsides,0,1
Yellow cards,2,1
Free kicks,1,6
Throw-ins,16,5
Goal kicks,2,6
Big chances,0,1
Big chances missed,0,1
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,5,5
Shots outside box,3,1
Goalkeeper saves,1,2
Passes,265,156
Accurate passes,202 (76%),106 (68%)
Long balls,18/42 (43%),12/29 (41%)
Crosses,2/10 (20%),3/11 (27%)
Dribbles,5/9 (56%),4/6 (67%)
Possession lost,86,79
Duels won,22,26
Aerials won,10,10
Tackles,6,6
Interceptions,0,4
Clearances,7,12
