winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.penalties,time.injuryTime1,time.injuryTime2
1,1690068600,"Leagues Cup, Group East 2",North & Central America,north-and-central-america,Leagues Cup,Leagues Cup 2023,2023,1,Keylor Herrera Villalobos,5,0,0,1,CF Montreal,Montréal,M,9490,Hernán Losada,H. Losada,AR,Argentina,Montreal,Saputo Stadium,20801,4154,CA,Canada,MON,False,US,USA,CF Montreal,723168000,Pumas UNAM,Pumas UNAM,M,Antonio Mohamed,A. Mohamed,AR,Argentina,Mexico City,Estadio Olimpico Universitario,72000,4560,MX,Mexico,PUM,False,MX,Mexico,Pumas UNAM,-486518400,6,2,2,0,2,4,4,2,0,2,2,2,2,4
