winnerCode,attendance,currentPeriodStartTimestamp,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.id,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.id,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2,time.currentPeriodStartTimestamp
1,42137,1689843580,1689836400,"World Championship, Women, Group A",World,international,World Championship Women,"World Cup, Women 2023",2023,1,Auckland,Eden Park,50000,2814,NZ,New Zealand,Yoshimi Yamashita,41,1,0,14,JP,Japan,New Zealand,New Zealand,F,Football,football,1,3171,Jitka Klimkova,J. Klimkova,796741,CZ,Czech Republic,NZL,True,7419,NZ,New Zealand,New Zealand,Norway,Norway,F,Hege Riise,H. Riise,794453,NO,Norway,NOR,True,0,7422,NO,Norway,Norway,1,1,0,1,1,0,0,0,0,0,9,1689843580
